"","Date","Room","Vcmax25","Jmax25","alpha","g1","LA","R_leaf","R_stem","R_root"
"1",2016-01-08,1,91.4062671982145,162.127212890037,0.308921469477283,5.53321597368114,0.00272757418089654,0.00190396841763022,0.00052057464817407,0.000933831024778786
"2",2016-01-08,2,105.01855561582,165.738461461339,0.343343904104407,10.7336996557079,0.00272757418089654,0.0018610294804853,0.000542924696444015,0.000879006233986159
"3",2016-01-08,3,111.83607274774,167.974737655915,0.352295849920134,10.8420605334351,0.00272757418089654,0.00165540205730305,0.000390171647595408,0.000741363479397907
"4",2016-01-08,4,107.62350232901,154.350555289773,0.3522958,10.0188261906921,0.00272757418089654,0.00178100797894887,0.00050870828537215,0.000823989988543359
"5",2016-01-08,5,68.3976212834753,96.5941919446741,0.312485809617622,18.2460284549853,0.00272757418089654,0.00266605590665184,0.000535502208192088,0.00122888756738223
"6",2016-01-08,6,57.8073562092407,82.9357778457717,0.295175108049381,29.0421246533807,0.00272757418089654,0.0029242830470539,0.000554828369223925,0.00148450013708987
"7",2016-01-09,1,91.4062671982145,162.127212890037,0.308921469477283,5.53321597368114,0.00272842240984254,0.00210728066935226,0.000550144747601459,0.00106188514271463
"8",2016-01-09,2,105.01855561582,165.738461461339,0.343343904104407,10.7336996557079,0.0030612671473552,0.00210211830660832,0.000694364081312278,0.00103513389447434
"9",2016-01-09,3,111.83607274774,167.974737655915,0.352295849920134,10.8420605334351,0.00332495178823994,0.00207007846734309,0.000512097323195028,0.000920051581682587
"10",2016-01-09,4,107.62350232901,154.350555289773,0.3522958,10.0188261906921,0.00320450197759523,0.00219254159496158,0.000693695984597823,0.000931899952921543
"11",2016-01-09,5,68.3976212834753,96.5941919446741,0.312485809617622,18.2460284549853,0.00281108912202837,0.00290850334879821,0.000618054028744273,0.00116670811380466
"12",2016-01-09,6,57.8073562092407,82.9357778457717,0.295175108049381,29.0421246533807,0.00270069805643617,0.00286311842050427,0.000524442363971351,0.00135224614108853
"13",2016-01-10,1,91.4062671982145,162.127212890037,0.308921469477283,5.53321597368114,0.00273965368157655,0.0021796852053996,0.000548602335296612,0.0011209388717939
"14",2016-01-10,2,105.01855561582,165.738461461339,0.343343904104407,10.7336996557079,0.00332000200821961,0.00222944178500597,0.000801850131981809,0.00114559857490001
"15",2016-01-10,3,111.83607274774,167.974737655915,0.352295849920134,10.8420605334351,0.00384834140578883,0.0023238778922099,0.000591533572278706,0.00105114910664262
"16",2016-01-10,4,107.62350232901,154.350555289773,0.3522958,10.0188261906921,0.00363286934189686,0.00247958182271745,0.000824204366960646,0.000998756548523663
"17",2016-01-10,5,68.3976212834753,96.5941919446741,0.312485809617622,18.2460284549853,0.00294945287781333,0.00322272865125939,0.000712184251165043,0.00114601534389902
"18",2016-01-10,6,57.8073562092407,82.9357778457717,0.295175108049381,29.0421246533807,0.00278345596072395,0.00293423058252737,0.000549747751414736,0.00129224849362634
"19",2016-01-11,1,91.4062671982145,162.127212890037,0.308921469477283,5.53321597368114,0.00276348835993019,0.00243205651486671,0.000599803377128697,0.00128171475752929
"20",2016-01-11,2,105.01855561582,165.738461461339,0.343343904104407,10.7336996557079,0.00351560343329871,0.00231040668119659,0.000879197298479907,0.00123146400124967
"21",2016-01-11,3,111.83607274774,167.974737655915,0.352295849920134,10.8420605334351,0.00431252820571287,0.00255006637295439,0.000652958266763109,0.00117518512437428
"22",2016-01-11,4,107.62350232901,154.350555289773,0.3522958,10.0188261906921,0.00402930846228632,0.00273512038099915,0.000917970538020663,0.00105219334090086
"23",2016-01-11,5,68.3976212834753,96.5941919446741,0.312485809617622,18.2460284549853,0.00314675904437952,0.00366495686217973,0.000832580252715734,0.00117423912445855
