"Date","Room","leafarea_p","Leafmass","Stemmass","Rootmass"
2016-01-08,1,0.00268623465573433,0.0583758308517685,0.0159771159151254,0.0278368629730191
2016-01-09,1,0.0027336891025104,0.0593355184875222,0.0164333603103207,0.0281676588214757
2016-01-10,1,0.00278394813184014,0.0603765405061598,0.0168890396311324,0.028526804592247
2016-01-11,1,0.00283961539114909,0.0615500856404493,0.0173605173623401,0.0289464086852507
2016-01-12,1,0.00290329452786279,0.0629073426231588,0.0178641569887235,0.0294585795004042
2016-01-13,1,0.00297758918940676,0.0644995001870565,0.0184163219950621,0.030095425437625
2016-01-14,1,0.00306510302320656,0.0663777470649104,0.0190333758661355,0.0308890548968307
2016-01-15,1,0.00316843967668771,0.0685932719894886,0.0197316820867233,0.0318715762779388
2016-01-16,1,0.00329020279727576,0.0711972636935594,0.0205276041416052,0.0330750979808667
2016-01-17,1,0.00343299603239624,0.0742409109098906,0.0214375055155607,0.0345317284055321
2016-01-18,1,0.00359942302947468,0.0777754023712506,0.0224777496933695,0.0362735759518524
2016-01-19,1,0.00379217066468804,0.0818535108286035,0.0236634989186556,0.0383359414308728
2016-01-20,1,0.00401425872921896,0.0865343451056985,0.0250051104704209,0.0407668952981494
2016-01-21,1,0.00426879024300147,0.091878598044481,0.0265117403865118,0.0436177004203659
2016-01-22,1,0.00455886822596962,0.0979469624868961,0.0281925447047747,0.0469396196642058
2016-01-23,1,0.00488759569805746,0.104800131274889,0.0300566794630561,0.0507839158963531
2016-01-24,1,0.00525807567919903,0.112498797250406,0.0321133006992023,0.0552018519834912
2016-01-25,1,0.00567341118932837,0.121103653255391,0.0343715644510597,0.060244690792304
2016-01-26,1,0.00613670524837955,0.13067539213179,0.0368406267564747,0.0659636951894751
2016-01-27,1,0.00665106087628659,0.141274706721549,0.0395296436532938,0.0724101280416883
2016-01-28,1,0.00721958109298355,0.152962289866612,0.0424477711793632,0.0796352522156272
2016-01-29,1,0.00784499335726171,0.165791686690453,0.0456095858491486,0.0876759251525563
2016-01-30,1,0.0085285228833413,0.179787851442657,0.0490513460835924,0.0965113825920634
2016-01-31,1,0.00927101932429978,0.194968590654335,0.0528147307802559,0.106106454848317
2016-02-01,1,0.0100733323332146,0.211351710856602,0.0569414188367009,0.116425972235486
2016-02-02,1,0.0109363115631633,0.228955018580569,0.0614730891504887,0.127434765067738
2016-02-03,1,0.0118608066672233,0.247796320357348,0.066451420619181,0.139097663659242
2016-02-04,1,0.0128476672984721,0.267893422718054,0.0719180921403392,0.151379498324167
2016-02-05,1,0.0138977431099871,0.289264132193798,0.0779147826115249,0.164245099376681
2016-02-06,1,0.0150118837548458,0.311926255315692,0.0844831709302995,0.177659297130953
2016-02-07,1,0.0161909388861257,0.33589759861485,0.0916649359942247,0.191586921901151
2016-02-08,1,0.0174357581569042,0.361195968622384,0.0995017567008619,0.205992804001444
2016-02-09,1,0.0187472545960779,0.387840378044543,0.10803439724413,0.220844204656792
2016-02-10,1,0.0201265947358195,0.415854664288121,0.117299963003375,0.236118108735321
2016-02-11,1,0.021575008484121,0.44526387093505,0.127334644654301,0.25179393201595
2016-02-12,1,0.023093725748974,0.47609304156726,0.138174632872612,0.267851090277597
2016-02-13,1,0.0246839764383704,0.508367219766681,0.149856118334012,0.284268999299181
2016-02-14,1,0.0263469904603021,0.542111449115245,0.162415291714204,0.301027074859619
2016-02-15,1,0.028083997722761,0.577350773194882,0.175888343688893,0.318104732737829
2016-02-16,1,0.0298962281337387,0.614110235587523,0.190311464933781,0.335481388712731
2016-02-17,1,0.0317849116012272,0.652414879875099,0.205720846124574,0.353136458563241
2016-02-18,1,0.0337512780332183,0.69228974963954,0.222152677936974,0.371049358068279
2016-02-19,1,0.0357965573377037,0.733759888462778,0.239643151046685,0.389199503006763
2016-02-20,1,0.0379219794226755,0.776850339926743,0.258228456129411,0.407566309157611
2016-02-21,1,0.0401287741961253,0.821586147613365,0.277944783860857,0.42612919229974
2016-02-22,1,0.042418171566045,0.867992355104576,0.298828324916725,0.444867568212071
2016-02-23,1,0.0447914014404264,0.916094005982307,0.320915269972719,0.463760852673519
