"Room","Date","gCarbon","PARsum","PARmax","Tair","RH","VPD","PARsum_mol","PARFac","LA","Leafmass","Stemmass","Rootmass","cday","self_s.mean","GPP","R_leaf","R_root","R_stem","R_leaf_se","R_root_se","R_stem_se"
1,2016-01-08,5.00288971576066,20682.3143555556,1153.90955555556,19.1801875,76.7646527777778,0.573627704230281,74.45633168,2,0.00268623465573433,0.0583758308517685,0.0159771159151254,0.0278368629730191,0.0134389357332932,0.871551844419184,0.0117127292253825,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-17,5.57416382132387,21230.609,1022.69333333333,18.9087916666667,74.1344166666667,0.624554455762864,76.4301924,2,0.00343299603239624,0.0742409109098906,0.0214375055155607,0.0345317284055321,0.0191360822825315,0.871551844419184,0.0166780878082976,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-15,4.1243227466621,16851.4815555556,1538.09555555556,18.6287291666667,77.3717569444444,0.530854212390409,60.6653336,2,0.00316843967668771,0.0685932719894886,0.0197316820867233,0.0318715762779388,0.0130676678299898,0.871551844419184,0.0113891499994849,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-26,4.76537057188351,19336.5437069597,1180.56700854701,18.7616458333333,71.8384166666667,0.654383583189366,69.6115573450549,2,0.00613670524837955,0.13067539213179,0.0368406267564747,0.0659636951894751,0.029243674598951,0.871551844419184,0.0254873785343102,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-24,2.73167098585271,10308.4762666667,1125.10888888889,18.5833680555556,75.8505833333333,0.54095322156424,37.11051456,1,0.00525807567919903,0.112498797250406,0.0321133006992023,0.0552018519834912,0.0143633327742858,0.871551844419184,0.0125183891714353,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-11,6.82883228002389,31714.0244222222,1324.56222222222,18.7246388888889,73.5085902777778,0.633551685118712,114.17048792,3,0.00283961539114909,0.0615500856404493,0.0173605173623401,0.0289464086852507,0.0193912572459316,0.871551844419184,0.0169004860182985,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-09,3.62356488064186,12212.2217111111,477.117777777778,19.1183888888889,82.5281875,0.420429694751901,43.96399816,1,0.0027336891025104,0.0593355184875222,0.0164333603103207,0.0281676588214757,0.00990569982645006,0.871551844419184,0.00863333095400534,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-18,6.51306318075486,31103.9678888889,1593.66666666667,19.1724861111111,72.3233680555556,0.682965914131341,111.9742844,3,0.00359942302947468,0.0777754023712506,0.0224777496933695,0.0362735759518524,0.0234432696052327,0.871551844419184,0.0204320248636567,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-16,4.51000645977463,17071.8169333333,1757.50222222222,18.7376388888889,75.5438958333333,0.570956723447376,61.45854096,2,0.00329020279727576,0.0711972636935594,0.0205276041416052,0.0330750979808667,0.0148388358696822,0.871551844419184,0.0129328147712551,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-27,2.89100468409688,9291.40326666667,390.617777777778,18.4359027777778,75.3495416666667,0.539594716973045,33.44905176,1,0.00665106087628659,0.141274706721549,0.0395296436532938,0.0724101280416883,0.0192282481475581,0.871551844419184,0.016758415137954,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-25,2.47313822931899,8628.93382222222,707.464444444444,18.6027986111111,75.9899930555556,0.536759534693961,31.06416176,1,0.00567341118932837,0.121103653255391,0.0343715644510597,0.060244690792304,0.0140311301029741,0.871551844419184,0.0122288573205326,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-12,5.06506040747289,17468.1133555556,679.413333333333,18.8048888888889,76.3212222222222,0.543491416792469,62.88520808,2,0.00290329452786279,0.0629073426231588,0.0178641569887235,0.0294585795004042,0.0147053621643105,0.871551844419184,0.0128164855171569,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-10,5.8093781604191,23967.3468444444,1221.01777777778,18.3146458333333,79.3108402777778,0.467595687565969,86.28244864,2,0.00278394813184014,0.0603765405061598,0.0168890396311324,0.028526804592247,0.0161730074768517,0.871551844419184,0.0140956144962553,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-19,6.48302702849827,32685.7094444444,1862.35555555556,19.1684027777778,71.7916875,0.690333823180673,117.668554,3,0.00379217066468804,0.0818535108286035,0.0236634989186556,0.0383359414308728,0.0245847449158508,0.871551844419184,0.0214268797759849,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
1,2016-01-30,4.8699837072248,22348.9360666667,1537.20222222222,18.6186458333333,70.4757638888889,0.68322946033131,80.45616984,2,0.0085285228833413,0.179787851442657,0.0490513460835924,0.0965113825920634,0.041533767488566,0.871551844419184,0.0361988316603372,0.0366677247801874,0.0313763342104927,0.032731662511669,0.00314701878627351,0.00284070054596915,0.00236579890514226
