"Date","Room","ALEAF.mean","Rd.mean","ALEAF.min","Rd.min","ALEAF.max","Rd.max","gCarbon"
2016-01-08,1,5.17876486465043,0.39775788513745,-0.333676971421313,0.295012183164547,21.2173827505822,0.606128238673381,5.37413107621164
2016-01-08,2,5.80357512559814,0.506517512217434,-0.430867405999343,0.350390130872661,25.1319448335895,0.787837804077055,6.02251197935226
2016-01-08,3,5.28358773836228,0.648406657841242,-0.55620064875051,0.383984528605971,25.1446727858302,1.03548164410751,5.48290833832638
2016-01-08,4,5.01322834398877,0.738913472742955,-0.561145122410077,0.40501448241989,24.6245751325566,1.3700864348743,5.20234977638701
2016-01-08,5,3.72978818292837,1.08122186843814,-0.817127836825757,0.744716733854101,22.4877455890862,1.73714735520224,3.87049250263948
2016-01-08,6,2.66974164752798,1.34758915322302,-1.03661077667987,0.986046537552342,17.8665253166238,2.06343853046694,2.77045626291532
2016-01-09,1,3.53376604014952,0.396219651972556,-0.334935308019832,0.299733610004056,12.8200509106403,0.608290691002451,3.66707552645582
2016-01-09,2,3.77841689000259,0.522578828520124,-0.430397922167654,0.389936964264129,13.9911705646025,0.791900961358518,3.92095570240115
2016-01-09,3,3.18590379115132,0.683804069869326,-0.560811181269151,0.512659349584877,12.0411427618357,1.05283452191078,3.30609035500253
2016-01-09,4,2.8643381935067,0.795286367102035,-0.668886387984714,0.549472100037069,11.0824478626136,1.31205439669297,2.97239386240087
2016-01-09,5,1.9282416443934,1.06576777068893,-0.809443898952454,0.746523864549709,8.43584370122204,1.79408269891411,2.00098355774248
2016-01-09,6,1.17163950285609,1.3444013465096,-1.04334522397586,0.970946389420175,6.5242424753643,2.19667275223074,1.21583899384879
2016-01-10,1,5.89051329262404,0.372765285676123,-0.339886702232363,0.248411101311617,21.6227789342706,0.609676295031793,6.11272984352137
2016-01-10,2,6.78702135162457,0.522910376052477,-0.428805115111347,0.391212003031169,26.7512113234256,0.795591457094013,7.0430582028635
2016-01-10,3,6.07518803673757,0.687417092416789,-0.566667737025432,0.462012512003324,26.3057865257818,1.07153769817988,6.30437134632571
2016-01-10,4,5.63905210001076,0.819407262110807,-0.691808993622575,0.539134137275029,25.3761040609777,1.26928567613171,5.85178240817657
2016-01-10,5,4.31916079466973,1.07215937564904,-0.823366774415498,0.742546604843132,22.9351842802215,1.78214273486793,4.48209888968503
2016-01-10,6,3.06934945633196,1.3629387203658,-1.06011599028124,0.968548085008457,18.5948120635909,2.06364266617774,3.18513906851037
2016-01-11,1,7.34083030284978,0.388625624220414,-0.337135499102579,0.244063132487015,22.8148260698138,0.690267360448209,7.61775930879303
2016-01-11,2,8.68701763949492,0.519625577496802,-0.430633040242151,0.38697801110379,27.9758345064137,0.81277441990922,9.01473086269569
2016-01-11,3,7.79315103379367,0.692294646170664,-0.547247194915866,0.489441642319165,27.2793981814445,1.17183671726521,8.087143604105
2016-01-11,4,7.27535483628082,0.8343951913947,-0.725561368055704,0.538840880977261,26.0455503315038,1.3716459831866,7.549813814295
2016-01-11,5,5.81008403389501,1.10807113800334,-0.884309772457401,0.751488238722123,24.1388043418008,1.77256032482964,6.02926643283001
2016-01-11,6,4.20179551285759,1.40417588957575,-1.24119541572913,0.979048276441794,19.5448056954645,2.24023425516117,4.36030606364648
2016-01-12,1,4.9989331637261,0.384889357477802,-0.332751027274906,0.303372966470426,17.0809526514683,0.579651436018273,5.18751531788242
2016-01-12,2,5.54748634318016,0.501325828460397,-0.414101080435186,0.381164999422563,19.4762561148258,0.780391282606463,5.75676238078373
2016-01-12,3,4.81227653925379,0.642127933367349,-0.526374157899844,0.473838859570386,17.814725338364,0.996884346800551,4.99381716931334
2016-01-12,4,4.43131626809815,0.78775392126867,-0.699002022234632,0.579794808762247,16.8932036338952,1.17799681985511,4.59848537002769
2016-01-12,5,2.94960801291257,1.08260831929777,-0.851117187004568,0.774048186008929,12.9223791408552,1.7612862243605,3.06088044140353
2016-01-12,6,2.10204576503037,1.35554279336679,-1.08906378523927,0.979968806064612,10.2946238638267,2.34279343195651,2.18134434845234
2016-01-13,1,6.91152264657741,0.393013941161351,-0.332944229369344,0.301950780158541,25.1937263154355,0.603913728679213,7.17225624442776
2016-01-13,2,8.18385220404158,0.505119339759879,-0.413664954070818,0.376368965469116,32.4413510597267,0.777347825126558,8.4925837728359
2016-01-13,3,7.25178448120957,0.663068450031917,-0.50330857614862,0.474495557203241,29.4417851378324,1.11583666637948,7.52535427983527
2016-01-13,4,6.73747867032557,0.799934821269935,-0.707244300184601,0.561478288893461,27.2471070247878,1.21973909378943,6.99164654967469
2016-01-13,5,5.28910562982764,1.09186500822009,-0.855112499011057,0.770000453319865,25.0158344110476,1.69253439442607,5.48863438937796
2016-01-13,6,3.89420217941369,1.37813624538091,-1.06941783116702,0.985022850652668,19.5310067719088,2.16678113975911,4.04110893164694
2016-01-14,1,5.49867641758694,0.393392289302158,-0.321388637660547,0.300208403915384,25.8156465909914,0.627947936113366,5.70611112612867
2016-01-14,2,6.53461989719498,0.515329594444929,-0.417749885156443,0.385163891550573,34.0044522425162,0.805291335336554,6.78113503481432
2016-01-14,3,5.74124458687171,0.665439138619236,-0.529574269203748,0.476282613605211,30.6437655243226,1.20504711813011,5.95783005346426
2016-01-14,4,4.92730621990402,0.865877297380282,-0.704659502037713,0.58324641349388,26.8999141738354,2.34720102790494,5.11318628485067
2016-01-14,5,4.0478370023046,1.09466390408858,-0.877133917600251,0.765140827331634,25.7703115098176,1.77229731860338,4.2005395483413
