"Room","g1","g1.se","alpha.mean","alpha.std.error"
1,5.53321597368114,0.900009105818058,0.180140486218251,0.00408827069696238
2,10.7336996557079,0.860859110654057,0.202626459006697,0.00492678316991248
3,10.8420605334351,0.72944214026803,0.192818235023796,0.005963304805021
4,10.0188261906921,1.74569045086565,0.194766072542615,0.00398543800120683
5,18.2460284549853,1.04240534705744,0.159208010978347,0.00343380275879282
6,29.0421246533807,4.57536010149508,0.135661921831737,0.00260154605471621
