"Room","Vcmax25","Jmax25","Date"
3,77.3016149847542,125.333746471681,2016-02-11
4,78.8571625205495,111.672652630829,2016-02-11
5,51.9310973466878,75.3071018508391,2016-02-11
6,50.7451844849077,73.9178940870171,2016-02-11
1,95.3261403720558,174.560409136721,2016-02-12
2,75.910577937246,127.410970880101,2016-02-12
3,75.8783720189243,123.026157256603,2016-02-12
4,76.8651118794764,108.851633307371,2016-02-12
5,50.9402753690093,73.8702762222383,2016-02-12
6,50.1832374085522,73.0993347518962,2016-02-12
1,95.9445443286731,175.692825148295,2016-02-13
2,74.1809253513572,124.507861442105,2016-02-13
3,74.4551290530943,120.718568041525,2016-02-13
4,74.8730612384033,106.030613983912,2016-02-13
5,49.9494533913308,72.4334505936375,2016-02-13
6,49.6212903321968,72.2807754167753,2016-02-13
1,96.5629482852903,176.825241159869,2016-02-14
2,72.4512727654684,121.604752004109,2016-02-14
3,73.0318860872643,118.410978826447,2016-02-14
4,72.8810105973302,103.209594660454,2016-02-14
5,48.9586314136523,70.9966249650367,2016-02-14
6,49.0593432558413,71.4622160816544,2016-02-14
1,97.1813522419076,177.957657171443,2016-02-15
2,70.7216201795797,118.701642566113,2016-02-15
3,71.6086431214343,116.103389611369,2016-02-15
4,70.8889599562572,100.388575336995,2016-02-15
5,47.9678094359738,69.5597993364359,2016-02-15
6,48.4973961794858,70.6436567465336,2016-02-15
1,97.7997561985249,179.090073183017,2016-02-16
2,68.9919675936909,115.798533128117,2016-02-16
3,70.1854001556044,113.795800396291,2016-02-16
4,68.8969093151841,97.567556013537,2016-02-16
5,46.9769874582953,68.1229737078351,2016-02-16
6,47.9354491031304,69.8250974114127,2016-02-16
1,98.4181601551422,180.222489194592,2016-02-17
2,67.2623150078021,112.89542369012,2016-02-17
3,68.7621571897744,111.488211181213,2016-02-17
4,66.904858674111,94.7465366900785,2016-02-17
5,45.9861654806168,66.6861480792343,2016-02-17
6,47.3735020267749,69.0065380762918,2016-02-17
1,99.0365641117594,181.354905206166,2016-02-18
2,65.5326624219133,109.992314252124,2016-02-18
3,67.3389142239444,109.180621966135,2016-02-18
4,64.9128080330379,91.92551736662,2016-02-18
5,44.9953435029383,65.2493224506335,2016-02-18
6,46.8115549504194,68.1879787411709,2016-02-18
1,99.6549680683767,182.48732121774,2016-02-19
2,63.8030098360246,107.089204814128,2016-02-19
3,65.9156712581145,106.873032751056,2016-02-19
4,62.9207573919648,89.1044980431616,2016-02-19
5,44.0045215252598,63.8124968220327,2016-02-19
6,46.249607874064,67.3694194060501,2016-02-19
1,100.273372024994,183.619737229314,2016-02-20
2,62.0733572501358,104.186095376132,2016-02-20
3,64.4924282922845,104.565443535978,2016-02-20
4,60.9287067508917,86.2834787197031,2016-02-20
5,43.0136995475814,62.3756711934319,2016-02-20
6,45.6876607977085,66.5508600709292,2016-02-20
1,100.891775981611,184.752153240888,2016-02-21
2,60.343704664247,101.282985938135,2016-02-21
3,63.0691853264545,102.2578543209,2016-02-21
4,58.9366561098186,83.4624593962446,2016-02-21
5,42.0228775699029,60.9388455648311,2016-02-21
6,45.125713721353,65.7323007358083,2016-02-21
1,101.510179938229,185.884569252462,2016-02-22
2,58.6140520783582,98.3798765001392,2016-02-22
3,61.6459423606245,99.9502651058222,2016-02-22
4,56.9446054687456,80.6414400727861,2016-02-22
5,41.0320555922244,59.5020199362303,2016-02-22
6,44.5637666449976,64.9137414006874,2016-02-22
1,102.128583894846,187.016985264036,2016-02-23
2,56.8843994924695,95.476767062143,2016-02-23
3,60.2226993947946,97.6426758907442,2016-02-23
4,54.9525548276725,77.8204207493277,2016-02-23
5,40.0412336145459,58.0651943076295,2016-02-23
6,44.0018195686421,64.0951820655665,2016-02-23
1,102.746987851463,188.149401275611,2016-02-24
2,55.1547469065807,92.5736576241468,2016-02-24
3,58.7994564289646,95.3350866756661,2016-02-24
4,52.9605041865994,74.9994014258692,2016-02-24
5,39.0504116368674,56.6283686790286,2016-02-24
6,43.4398724922866,63.2766227304457,2016-02-24
1,103.36539180808,189.281817287185,2016-02-25
2,53.4250943206919,89.6705481861505,2016-02-25
3,57.3762134631346,93.027497460588,2016-02-25
4,50.9684535455263,72.1783821024107,2016-02-25
5,38.0595896591889,55.1915430504278,2016-02-25
6,42.8779254159312,62.4580633953248,2016-02-25
