"Room","Vcmax25","Jmax25","Date"
1,89.7605047625003,164.368665032554,2016-02-03
2,91.477451210245,153.538955822067,2016-02-03
3,88.687558711394,143.794460192306,2016-02-03
4,94.7935676491342,134.240807218497,2016-02-03
5,59.8576731681158,86.8017068796456,2016-02-03
6,55.2407610957514,80.4663687679841,2016-02-03
1,103.983795764698,190.414233298759,2016-02-26
2,51.6954417348031,86.7674387481543,2016-02-26
3,55.9529704973047,90.7199082455099,2016-02-26
4,48.9764029044532,69.3573627789522,2016-02-26
5,37.0687676815104,53.754717421827,2016-02-26
6,42.3159783395757,61.6395040602039,2016-02-26
1,90.3789087191176,165.501081044128,2016-02-04
2,89.7477986243562,150.635846384071,2016-02-04
3,87.264315745564,141.486870977228,2016-02-04
4,92.8015170080611,131.419787895039,2016-02-04
5,58.8668511904373,85.3648812510448,2016-02-04
6,54.678814019396,79.6478094328632,2016-02-04
1,90.9973126757348,166.633497055702,2016-02-05
2,88.0181460384674,147.732736946075,2016-02-05
3,85.8410727797341,139.17928176215,2016-02-05
4,90.809466366988,128.59876857158,2016-02-05
5,57.8760292127588,83.928055622444,2016-02-05
6,54.1168669430405,78.8292500977423,2016-02-05
1,91.6157166323521,167.765913067276,2016-02-06
2,86.2884934525786,144.829627508079,2016-02-06
3,84.4178298139041,136.871692547072,2016-02-06
4,88.8174157259149,125.777749248122,2016-02-06
5,56.8852072350803,82.4912299938432,2016-02-06
6,53.554919866685,78.0106907626214,2016-02-06
1,92.2341205889694,168.89832907885,2016-02-07
2,84.5588408666898,141.926518070083,2016-02-07
3,82.9945868480741,134.564103331993,2016-02-07
4,86.8253650848418,122.956729924663,2016-02-07
5,55.8943852574018,81.0544043652424,2016-02-07
6,52.9929727903296,77.1921314275006,2016-02-07
1,92.8525245455867,170.030745090424,2016-02-08
2,82.8291882808011,139.023408632086,2016-02-08
3,81.5713438822442,132.256514116915,2016-02-08
4,84.8333144437687,120.135710601205,2016-02-08
5,54.9035632797233,79.6175787366416,2016-02-08
6,52.4310257139741,76.3735720923797,2016-02-08
1,93.4709285022039,171.163161101999,2016-02-09
2,81.0995356949123,136.12029919409,2016-02-09
3,80.1481009164142,129.948924901837,2016-02-09
4,82.8412638026957,117.314691277746,2016-02-09
5,53.9127413020448,78.1807531080408,2016-02-09
6,51.8690786376186,75.5550127572588,2016-02-09
1,94.0893324588212,172.295577113573,2016-02-10
2,79.3698831090235,133.217189756094,2016-02-10
3,78.7248579505842,127.641335686759,2016-02-10
4,80.8492131616226,114.493671954288,2016-02-10
5,52.9219193243663,76.7439274794399,2016-02-10
6,51.3071315612632,74.7364534221379,2016-02-10
1,94.7077364154385,173.427993125147,2016-02-11
2,77.6402305231348,130.314080318098,2016-02-11
