"chamber","Date","campaign","T_treatment","HHMMSS","FTime","Ebal","Code","Tofit","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","Curve","age_of_plant"
"C01",2013-07-05,1,"Ambient","10:01:41",1853,0,1,1,18.46998444,0.232927032,256.1689247,1.909085223,0.869496716,24.88781929,6,1.420000017,1,2.840000033,23.55181122,24.88781929,23.3197403,419.5833435,396.531189,20.47809029,22.71499062,70.78437042,78.51641846,500.4390259,1800.500122,599.5822144,100.7694397,2.27549386,0.147991151,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834065043,0.001909085,298.0378193,296.7018112,288.0800131,2.236483127,3.158473593,31.34356609,8.628575477,24.21981525,3.034750022,0.215271227,2.288976877,0.745773145,0.136026692,25.81399901,0.646024655,73.8508837,387.7514429,0.03517781,1,115.041666666667
"C01",2013-07-05,1,"Ambient","10:04:55",2046,0,1,1,-0.319778231,0.214238443,53.09245951,1.858062485,0.914503131,24.99001122,6,1.420000017,1,2.840000033,23.14634705,24.99001122,22.30536652,51.05215073,51.32124329,20.28236961,22.46025276,71.84418488,79.55867004,500.393219,1799.577881,607.8610229,100.7682953,2.088054895,0.146921128,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833988698,0.001858062,298.1400112,296.296347,287.9324545,2.193307072,3.177784514,31.53555892,9.075306163,24.06817913,3.007262432,0.199210766,2.263281383,0.743981049,0.125774954,5.350036637,1.03451234,72.49812025,51.47325054,-0.004503955,1,115.041666666667
"C01",2013-07-05,1,"Ambient","10:06:24",2134.5,0,1,1,2.414324602,0.231761419,76.66280461,1.892360405,0.865982913,24.84550858,6,1.420000017,1,2.840000033,23.04825974,24.84550858,22.33472252,98.81174469,95.69967651,20.45211601,22.66973114,72.88082123,80.78326416,500.3919067,1799.11084,608.9768677,100.7742615,2.294605494,0.140838593,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833986511,0.00189236,297.9955086,296.1982597,287.8577279,2.181447871,3.150508327,31.2630257,8.593294562,23.94688416,2.985431836,0.214275245,2.284525413,0.700906422,0.135390446,7.725637517,0.801076946,73.88249399,94.55202223,0.018865416,1,115.041666666667
"C01",2013-07-05,1,"Ambient","10:07:54",2224.5,0,1,1,5.4520977,0.254929351,104.0384391,1.998560497,0.837550438,24.8902874,6,1.420000017,1,2.840000033,23.17906189,24.8902874,22.53227234,149.4312439,142.5526428,20.69426918,23.0353241,73.1633606,81.4400177,500.4213257,1800.065186,576.546875,100.7751541,2.446674585,0.135290116,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834035543,0.00199856,298.0402874,296.3290619,288.0104232,2.138946317,3.158938774,31.34640479,8.311080693,24.03467464,3.001218408,0.233930818,2.321388336,0.679830072,0.147958694,10.48448973,0.729824695,74.99022861,139.9609767,0.029212003,1,115.041666666667
"C01",2013-07-05,1,"Ambient","10:09:24",2314.5,0,1,1,10.07568857,0.278497163,151.427139,2.108012471,0.814769956,24.86148834,6,1.420000017,1,2.840000033,23.16433907,24.86148834,22.5320282,229.216217,216.5892487,20.7388916,23.20750427,73.38656616,82.12198639,500.4650879,1800.363403,576.1304932,100.7753601,2.600910425,0.137618989,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83410848,0.002108012,298.0114883,296.3143391,288.0581381,2.08433733,3.153514556,31.29251587,8.085011602,24.0129137,2.997298546,0.253625995,2.3387446,0.658553946,0.160577676,15.26012446,0.699144302,75.81133396,211.7997489,0.036064792,1,115.041666666667
"C01",2013-07-05,1,"Ambient","10:10:54",2404.5,0,1,1,15.84520868,0.310019423,218.087951,2.337131173,0.819713266,24.8576889,6,1.420000017,1,2.840000033,23.37493324,24.8576889,22.92869949,330.8908997,310.9973145,20.41058159,23.15119171,71.31240082,80.88779449,499.8209229,1801.324463,578.9367676,100.7760773,2.531391382,0.134550065,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833034871,0.002337131,298.0076889,296.5249332,288.2119076,1.994962421,3.152799551,31.2851982,8.134006486,24.11631107,3.015963793,0.279507852,2.333086285,0.682877508,0.177199357,21.9780482,0.701253486,75.90342746,303.4652611,0.0396324,1,115.041666666667
"C01",2013-07-05,1,"Ambient","10:12:24",2494.5,0,1,1,20.55868729,0.300266285,271.5929233,2.303289408,0.831557197,24.85810852,6,1.420000017,1,2.840000033,23.40451431,24.85810852,22.92277527,421.2662659,395.5238953,20.33622551,23.03427887,70.92639923,80.33636475,500.4129639,1801.366821,579.4557495,100.7768173,2.413990259,0.139125794,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834021606,0.002303289,298.0081085,296.5545143,288.218685,2.016607868,3.15287851,31.28575196,8.251473094,24.13131142,3.018680071,0.271555395,2.321321314,0.697358757,0.172087481,27.37027042,0.686666284,75.48141844,385.7512799,0.040227964,1,115.041666666667
"C01",2013-07-05,1,"Ambient","10:14:29",2620.5,0,1,1,29.01392689,0.291260819,433.4842281,2.295903766,0.852105959,24.92826271,6,1.420000017,1,2.840000033,23.54122162,24.92826271,23.11866188,650.5278931,614.0502319,20.270401,22.95995712,70.12138367,79.42536163,500.4223328,1799.31311,581.6434326,100.7840652,1.668445826,0.141946763,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834037221,0.002295904,298.0782627,296.6912216,287.8900912,2.025114398,3.166103775,31.41472581,8.454768683,24.23474216,3.037467712,0.264168581,2.313997817,0.723469895,0.167342941,43.68830273,0.705942618,74.90782313,600.2584007,0.036207242,1,115.041666666667
"C01",2013-07-05,1,"Ambient","10:16:35",2745.5,0,1,1,32.63887853,0.27127551,737.9771621,2.186275824,0.865542532,25.03236961,6,1.420000017,1,2.840000033,23.58660889,25.03236961,23.11551094,999.7047729,958.0574951,20.46060753,23.02171898,70.58766937,79.42331696,500.3946228,1798.739624,566.2216797,100.7864151,0.052173853,0.147678345,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833991038,0.002186276,298.1823696,296.7366089,287.7983334,2.072983514,3.185819058,31.60960785,8.587888869,24.30948925,3.051108674,0.247622702,2.320276525,0.730832148,0.156728581,74.37807259,0.770284838,74.50381184,942.5425354,0.025799588,1,115.041666666667
"C01",2013-07-05,1,"Ambient","10:18:40",2870.5,0,1,1,33.56635454,0.251897285,913.7225569,2.093924791,0.88715405,25.1127224,6,1.420000017,1,2.840000033,23.61190605,25.1127224,23.11406517,1201.095215,1157.944458,20.50612831,22.95896339,70.63706207,79.08629608,500.4454956,1800.110596,565.2756958,100.7865677,-1.070384741,0.155666322,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834075826,0.002093925,298.2627224,296.7619061,288.0176889,2.116092907,3.201109168,31.76126781,8.802304414,24.36231422,3.06078123,0.23137518,2.313955118,0.746826112,0.146323126,92.09096033,0.789090142,73.82782821,1141.988621,0.021700138,1,115.041666666667
"C01",2013-07-05,1,"Ambient","10:20:34",2984.5,0,1,1,33.25750976,0.240228443,1199.160045,2.049241117,0.907095223,25.08320236,6,1.420000017,1,2.840000033,23.59824944,25.08320236,23.11165237,1499.598511,1456.142212,20.30410767,22.70551109,69.99809265,78.27689362,500.3854065,1800.351196,571.4164429,100.7856293,-3.127513647,0.166461915,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833975677,0.002049241,298.2332024,296.7482494,288.056185,2.142152551,3.195484446,31.70575477,9.000243681,24.3407259,3.05682505,0.221492916,2.288389223,0.768435826,0.14000266,120.8580997,0.823518496,73.09515228,1440.333185,0.016877781,1,115.041666666667
"C01",2013-07-05,1,"Ambient","10:22:30",3101,0,1,1,33.13395817,0.226844903,1482.106578,2.005207119,0.936115616,25.04865456,6,1.420000017,1,2.840000033,23.57528496,25.04865456,23.11684799,1800.209595,1756.26001,20.00124741,22.35172462,69.05144501,77.1661377,500.4227905,1801.160522,576.965271,100.7885132,-5.330516815,0.173891038,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834037984,0.002005207,298.1986546,296.725285,288.1856772,2.168405927,3.188912708,31.63964431,9.287919686,24.31196976,3.05156227,0.210065897,2.252797092,0.798765178,0.132702173,149.3793184,0.843899292,72.0617873,1740.509713,0.013718351,1,115.041666666667
"C02",2013-07-05,1,"Elevated","12:08:28",9458.5,0,2,1,19.7112538,0.217501348,234.9874289,2.180535294,1.058095795,25.50328064,6,1.420000017,1,2.840000033,23.50451851,25.50328064,22.30964279,419.5517273,394.8804626,19.45313644,22.01057816,67.44125366,76.30754089,500.3141479,1799.223145,1195.724854,100.7810211,2.885444641,0.158908814,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833856913,0.002180535,298.6532806,296.6545185,287.8756967,2.000783551,3.276344336,32.50953702,10.49895886,24.50389957,3.08683865,0.202028963,2.218248542,0.868590108,0.127572652,23.68227303,0.595084972,69.16170323,385.5106766,0.035362546,2,115.041666666667
"C02",2013-07-05,1,"Elevated","12:09:58",9549,0,2,1,-0.529240978,0.214564419,54.46623049,2.080677561,1.022572552,25.33188057,6,1.420000017,1,2.840000033,22.92502975,25.33188057,21.31833267,50.62950897,51.13663483,19.59452057,22.03494644,70.34793091,79.1095047,500.2807007,1799.268433,1213.754395,100.7747421,2.552070618,0.148788422,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833801168,0.002080678,298.4818806,296.0750298,287.8829428,1.999790602,3.243138597,32.18205801,10.14711157,24.12845516,3.018162693,0.199492584,2.220566045,0.797596647,0.1259547,5.488820332,1.065111748,69.86763177,51.38821064,-0.007195583,2,115.041666666667
"C02",2013-07-05,1,"Elevated","12:11:28",9638.5,0,2,1,2.545566927,0.237832263,76.56073126,2.134662432,0.953846517,25.03984261,6,1.420000017,1,2.840000033,22.47358322,25.03984261,20.75029945,99.54272461,96.24359894,19.65987968,22.16311455,72.53937531,81.77559662,500.3170166,1799.622803,702.1553955,100.770668,2.876747131,0.148954362,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833861694,0.002134662,298.1898426,295.6235832,287.939642,1.952964565,3.187238376,31.62863201,9.465517457,23.75671291,2.951483832,0.219454333,2.233391859,0.718091973,0.138699626,7.715076034,0.795489073,71.62224526,95.03355834,0.01918472,2,115.041666666667
"C02",2013-07-05,1,"Elevated","12:12:59",9730,0,2,1,6.072021412,0.277259902,102.065198,2.312316626,0.897708286,24.89182091,6,1.420000017,1,2.840000033,22.39696121,24.89182091,20.76173401,149.4730988,141.7975159,19.72988319,22.44087601,73.14196014,83.19206238,500.2800903,1800.412598,1228.921143,100.7767944,3.047233582,0.151826829,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833800151,0.002312317,298.0418209,295.5469612,288.0660092,1.871945661,3.159227834,31.34876289,8.907886887,23.64439106,2.931591922,0.252599446,2.261519548,0.670072374,0.159919322,10.28580348,0.719795389,73.39643553,138.9111677,0.032082714,2,115.041666666667
"C02",2013-07-05,1,"Elevated","12:14:39",9829.5,0,2,1,11.43046771,0.326235917,151.3515025,2.559434466,0.857486019,24.88689423,6,1.420000017,1,2.840000033,22.49295807,24.88689423,20.96764565,229.8238068,215.4539948,19.83368683,22.83311081,73.09156036,84.14511108,500.2949829,1800.351563,1189.782471,100.7665253,3.204429626,0.154136628,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833824972,0.002559434,298.0368942,295.6429581,288.0562436,1.756039927,3.158299256,31.34274252,8.509631709,23.68992615,2.939641892,0.292621911,2.300813237,0.638828655,0.185638258,15.251165,0.702477123,74.96917025,210.0204978,0.040802335,2,115.041666666667
"C02",2013-07-05,1,"Elevated","12:16:10",9920.5,0,2,1,17.91907821,0.354345053,214.739508,2.694656221,0.83844277,24.90612793,6,1.420000017,1,2.840000033,22.52712631,24.90612793,20.96066856,330.2978516,307.8135681,19.90094757,23.05801582,73.18757629,84.79798126,500.3102722,1800.030884,1194.186523,100.7668228,3.330436707,0.143342942,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833850454,0.002694656,298.0561279,295.6771263,288.004935,1.686638309,3.161925765,31.37863909,8.320623266,23.71662712,2.944371239,0.315037961,2.323482995,0.620888244,0.200089355,21.63861795,0.697628468,75.76500754,299.2956965,0.04536113,2,115.041666666667
"C02",2013-07-05,1,"Elevated","12:17:41",10011.5,0,2,1,22.96009,0.365515201,275.3158481,2.736332806,0.82820862,24.91439247,6,1.420000017,1,2.840000033,22.53352547,24.91439247,20.95735168,420.1506348,391.3292847,19.96964455,23.17539597,73.41059113,85.19528198,500.2728271,1800.019653,1200.319336,100.7653351,3.267051697,0.145145386,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833788045,0.002736333,298.0643925,295.6835255,288.0031381,1.664548549,3.16348516,31.39457788,8.219181913,23.72395897,2.945671039,0.323836609,2.33527654,0.610394498,0.205770747,27.74229369,0.70354011,76.15436865,380.4151575,0.045963236,2,115.041666666667
"C02",2013-07-05,1,"Elevated","12:19:53",10144,0,2,1,30.45542167,0.323471708,439.1634403,2.534675229,0.85552907,24.9653492,6,1.420000017,1,2.840000033,22.53510094,24.9653492,20.95927429,650.1143799,611.7279053,20.03037071,23.00042343,73.62488556,84.54179382,500.2692261,1800.338989,1202.123413,100.7627411,2.697410583,0.158391923,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833782043,0.002534675,298.1153492,295.6851009,288.0542318,1.763717857,3.173114781,31.49095337,8.490529941,23.75022507,2.950331647,0.290396038,2.317585711,0.632745936,0.184205107,44.25131203,0.717906501,75.11714491,597.2508564,0.038304245,2,115.041666666667
"C02",2013-07-05,1,"Elevated","12:21:52",10263,0,2,1,34.40747055,0.268281881,721.9386544,2.242104276,0.896612868,25.00695038,6,1.420000017,1,2.840000033,22.5365696,25.00695038,20.95953941,999.6986694,955.8633423,20.04395866,22.67196083,73.66483307,83.32317352,500.289856,1800.265869,1196.749512,100.758049,0.980308533,0.180875748,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833816427,0.002242104,298.1569504,295.6865696,288.0425326,1.910899392,3.180995408,31.57063321,8.898672379,23.77175999,2.954157574,0.245125948,2.284382541,0.669775033,0.155128449,72.74113032,0.755273921,73.52834023,939.5076787,0.026928191,2,115.041666666667
"C02",2013-07-05,1,"Elevated","12:24:16",10406.5,0,2,1,35.55121131,0.211401008,854.1763602,1.908015856,0.950756589,25.04294395,6,1.420000017,1,2.840000033,22.52170563,25.04294395,20.95298767,1201.113892,1155.835571,19.96581078,22.20313263,73.44149017,81.67118073,500.3263855,1799.875122,1186.783691,100.7547455,-0.328773499,0.192937821,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833877309,0.001908016,298.192944,295.6717056,287.9800131,2.077769116,3.187827566,31.63947813,9.4363455,23.78232479,2.956036119,0.19675515,2.237070977,0.718965142,0.124208966,86.06232177,0.739012003,71.47368896,1138.936228,0.022310083,2,115.041666666667
"C02",2013-07-05,1,"Elevated","12:26:18",10528.5,0,2,1,35.94528613,0.170704006,1080.26426,1.623305978,0.988531761,25.04361534,6,1.420000017,1,2.840000033,22.51724815,25.04361534,20.95979309,1500.737671,1454.795654,19.92572403,21.83008003,73.31186676,80.31848145,500.2853699,1800.448853,1180.343994,100.7519608,-2.674476624,0.203557938,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83380895,0.001623306,298.1936153,295.6672482,288.07181,2.226915377,3.187955128,31.64161872,9.811538692,23.78043175,2.955699437,0.161025254,2.199423367,0.75627607,0.101467796,108.8387423,0.74255395,69.94629765,1437.708987,0.017487821,2,115.041666666667
"C02",2013-07-05,1,"Elevated","12:28:23",10654,0,2,1,36.78965363,0.141269489,1292.860835,1.413422568,1.030039122,25.10016251,6,1.420000017,1,2.840000033,22.53032684,25.10016251,20.95713425,1799.791748,1752.69812,19.86533928,21.52399826,73.03470612,79.13275146,500.2836914,1800.168213,1172.610107,100.7561798,-5.241859436,0.209363908,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833806152,0.001413423,298.2501625,295.6803268,288.0269076,2.329922069,3.198714961,31.74708456,10.2230863,23.81524467,2.961896357,0.134575338,2.168675839,0.793220518,0.084686444,130.2637188,0.737640339,68.4848195,1735.210081,0.014520045,2,115.041666666667
"C03",2013-07-05,1,"Ambient","12:15:56",730,0,3,1,25.71830704,0.373592667,258.6508037,4.239918791,1.261133024,25.21654892,6,1.420000017,1,2.840000033,23.74903107,25.21654892,23.01130676,420.5765381,387.7316589,14.45329762,19.44381714,49.38143921,66.43215179,499.8451843,1798.957764,82.13608551,100.7944031,4.815289021,0.057858706,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833075307,0.004239919,298.3665489,296.8990311,287.8332358,0.996986521,3.220960966,31.95575218,12.51193504,24.48278999,3.082941378,0.330161064,1.959827942,1.123113436,0.209857702,26.07055336,0.667087141,64.48513641,375.5064075,0.044165652,3,115.041666666667
"C03",2013-07-05,1,"Ambient","12:21:05",1038.5,0,3,1,26.11912675,0.395977084,261.7393195,4.274974168,1.208358381,24.97300911,6,1.420000017,1,2.840000033,23.19630623,24.97300911,22.48171806,419.4762878,386.140625,14.47420311,19.5058918,51.13230133,68.90750122,499.8226929,1799.440186,86.17012787,100.8006287,4.685863972,0.035266161,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833037821,0.004274974,298.1230091,296.3463062,287.9104233,0.939255356,3.174564537,31.49349939,11.98760759,24.08465767,3.010238971,0.347522523,1.966206156,1.044032815,0.22109062,26.38348795,0.677834194,65.7198651,373.7248431,0.04593073,3,115.041666666667
"C03",2013-07-05,1,"Ambient","12:23:35",1188.5,0,3,1,-0.473369702,0.429002916,51.08189096,4.412558762,1.162942015,24.8637619,6,1.420000017,1,2.840000033,23.14471436,24.8637619,22.48291969,49.72442245,50.02766037,14.55999851,19.75209427,51.59545135,69.9943924,499.844574,1800.338501,85.59346008,100.7994614,4.88655901,0.013919115,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83307429,0.004412559,298.0137619,296.2947144,288.0541537,0.877120879,3.153942478,31.28927908,11.53718481,24.00423813,2.995737038,0.372703333,1.991000463,1.004736575,0.23741844,5.149027095,1.021072954,67.12735109,50.25267766,-0.006323256,3,115.041666666667
"C03",2013-07-05,1,"Ambient","12:26:05",1338.5,0,3,1,3.810524055,0.490340895,78.18456443,4.785894209,1.124003604,24.86549187,6,1.420000017,1,2.840000033,23.42938805,24.86549187,22.87639427,99.11438751,93.99983978,14.51243973,20.14211464,50.54906845,70.15809631,499.7975464,1798.90625,82.92705536,100.7969894,5.153336048,0.001086473,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832995911,0.004785894,298.0154919,296.579388,287.8249936,0.716946894,3.154268121,31.29327709,11.15116245,24.14743996,3.021603031,0.418145826,2.030264517,0.991338514,0.266992014,7.880768715,0.831752103,68.81010355,92.18849914,0.028442003,3,115.041666666667
"C03",2013-07-05,1,"Ambient","12:28:35",1488.5,0,3,1,8.264159896,0.552465063,109.7304273,5.194832005,1.102724309,24.98383331,6,1.420000017,1,2.840000033,23.61835289,24.98383331,23.06640053,150.6334381,139.8410187,14.46651649,20.57414627,49.82020569,70.85383606,499.8291931,1800.158325,56.43632889,100.8007736,5.214127064,-0.010548353,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833048655,0.005194832,298.1338333,296.7683529,288.0253256,0.514738014,3.17661417,31.5137876,10.93964133,24.3010931,3.049573754,0.462495782,2.073889861,0.975683893,0.295988898,11.06091196,0.784679834,70.16224905,135.9126329,0.042662116,3,115.041666666667
"C03",2013-07-05,1,"Ambient","12:31:05",1638.5,0,3,1,15.01149517,0.598596357,161.2675599,5.410049158,1.074275342,24.94643021,6,1.420000017,1,2.840000033,23.62665558,24.94643021,23.06987,231.2156067,211.8179016,14.42551327,20.78550911,49.65571594,71.54818726,499.7737732,1799.853882,77.3791275,100.8039398,5.309784412,-0.016926527,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832956289,0.005410049,298.0964302,296.7766556,287.9766147,0.407904651,3.169536552,31.44258605,10.65707694,24.28654289,3.046915395,0.494391746,2.095261209,0.951654186,0.316925662,16.2564054,0.761350002,71.25588884,204.6821558,0.052259437,3,115.041666666667
"C03",2013-07-05,1,"Ambient","12:33:35",1788.5,0,3,1,22.75072805,0.606468656,225.8907739,5.412869218,1.06342279,24.87521935,6,1.420000017,1,2.840000033,23.60840797,24.87521935,23.06761742,330.6078796,301.3399658,14.39670753,20.75941849,49.6121521,71.53853607,499.8342285,1800.166382,43.12953949,100.8061447,5.080048084,-0.021609068,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833057048,0.005412869,298.0252193,296.758408,288.0266147,0.414255966,3.156099734,31.30860468,10.54918619,24.24181366,3.038755936,0.4997495,2.092676944,0.946078992,0.320449337,22.77117804,0.749621024,71.49274102,290.5253593,0.055985196,3,115.041666666667
"C03",2013-07-05,1,"Ambient","12:36:05",1938.5,0,3,1,28.48217206,0.574015859,284.6404944,5.26143723,1.081916487,24.88451576,6,1.420000017,1,2.840000033,23.59713554,24.88451576,23.06620598,420.1254272,383.518158,14.40830994,20.59323692,49.68610001,71.01441193,499.9011841,1799.565186,28.22815895,100.8066177,4.636291981,-0.012058973,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83316864,0.005261437,298.0345158,296.7471355,287.9304233,0.489479409,3.15785105,31.32583079,10.73259387,24.24082565,3.038575921,0.477503652,2.075934562,0.962641358,0.305831554,28.69364551,0.742182576,70.7397586,369.9790975,0.054457724,3,115.041666666667
"C03",2013-07-05,1,"Ambient","12:38:35",2089,0,3,1,38.36840841,0.523747463,456.0137618,4.986770189,1.107577648,24.87592125,6,1.420000017,1,2.840000033,23.6883049,24.87592125,23.25930214,650.7139893,601.0576172,14.45612621,20.32071304,49.58263779,69.69741058,499.8240051,1800.057983,30.67386436,100.8160629,2.772156239,0.01073575,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833040009,0.00498677,298.0259212,296.8383049,288.0092709,0.64727692,3.156231933,31.30683585,10.98612281,24.28211308,3.046106459,0.442198118,2.048654285,0.997452174,0.282701355,45.9735121,0.758685605,69.58707112,582.8191134,0.045810872,3,115.041666666667
"C03",2013-07-05,1,"Ambient","12:41:05",2238.5,0,3,1,43.78905731,0.449764152,945.5843111,4.592103207,1.161793347,24.92029381,6,1.420000017,1,2.840000033,23.70806885,24.92029381,23.2630291,1200.707642,1141.846191,14.46278095,19.8658905,49.54659271,68.05656433,499.8096313,1799.766357,66.44952393,100.8163071,-4.393981457,0.031312227,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833016052,0.004592103,298.0702938,296.8580688,287.9626108,0.849544998,3.164599064,31.38975386,11.52386336,24.31418133,3.051966737,0.388274094,2.002805717,1.04916102,0.247536126,95.33031826,0.828118812,67.47338329,1121.030971,0.026356059,3,115.041666666667
"C03",2013-07-05,1,"Ambient","12:43:35",2388.5,0,3,1,45.46286193,0.383445894,1199.756637,4.269041765,1.241361351,25.12008286,6,1.420000017,1,2.840000033,23.75055504,25.12008286,23.26230431,1499.538696,1437.595703,14.42740154,19.45246315,49.29980469,66.47091675,499.8145752,1799.165527,74.36058044,100.8176498,-9.296081543,0.050709963,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833024292,0.004269042,298.2700829,296.900555,287.8664779,0.995574213,3.20251297,31.76539996,12.31293681,24.43531895,3.074192933,0.337832983,1.961151618,1.113041314,0.21481898,120.9566446,0.834557751,64.95129436,1415.984836,0.020853837,3,115.041666666667
"C03",2013-07-05,1,"Ambient","12:46:04",2537.5,0,3,1,46.35787037,0.33211703,1458.067267,3.8789559,1.281779712,25.12671089,6,1.420000017,1,2.840000033,23.34780312,25.12671089,22.67433548,1800.332886,1736.601318,14.49652863,19.06387711,50.75386429,66.74462891,499.8534241,1799.705078,80.17298126,100.8188324,-14.94525146,0.065318346,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83308904,0.003878956,298.2767109,296.4978031,287.9528061,1.145764484,3.203777543,31.77757039,12.71369328,24.237257,3.037925789,0.297344757,1.921997831,1.115927958,0.188680197,147.0006394,0.839609674,63.24613571,1714.565007,0.017100292,3,115.041666666667
"C04",2013-07-05,1,"Elevated","10:40:28",4178.5,0,4,1,12.57606287,0.093230829,177.1558805,1.04673308,1.136363972,25.94406319,6,1.420000017,1,2.840000033,23.02548981,25.94406319,21.15141106,420.0090332,404.4196472,20.86489296,22.09244537,74.46737671,78.84853363,500.3166504,1799.607178,261.5380554,100.7920074,2.26027298,0.149400681,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833861084,0.001046733,299.0940632,296.1754898,287.937142,2.468299465,3.363105891,33.36679144,11.27434606,24.4847765,3.083307945,0.090267548,2.226741919,0.856566026,0.056676171,17.85589683,0.438049639,66.35179062,398.4415892,0.020942701,4,115.041666666667
"C04",2013-07-05,1,"Elevated","10:42:02",4272.5,0,4,1,-0.488008062,0.082138906,60.32496028,0.870807609,1.069307197,25.63518143,6,1.420000017,1,2.840000033,22.2952652,25.63518143,20.23198128,51.0245285,51.55593872,21.13069534,22.15189171,78.83506012,82.64497375,500.3058777,1798.973267,255.6582794,100.7946625,2.477050781,0.168584794,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833843129,0.000870808,298.7851814,295.4452652,287.8357162,2.50565331,3.302099645,32.76065978,10.60876807,23.96522331,2.988723588,0.079830049,2.232792448,0.75593114,0.050096204,6.08043401,1.170087516,67.63909464,51.78791438,-0.00637377,4,115.041666666667
"C04",2013-07-05,1,"Elevated","10:43:33",4364,0,4,1,1.324432105,0.067453141,64.74754911,0.673490934,1.002363414,25.27149963,6,1.420000017,1,2.840000033,21.82142639,25.27149963,19.71100235,99.79724121,98.12966919,21.32640266,22.11621857,81.89517975,84.92813873,500.315979,1799.900757,247.967865,100.7924423,2.750587463,0.179069489,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833859965,0.000673491,298.4214996,294.9714264,287.9841147,2.598909744,3.231511098,32.06104568,9.944827117,23.54646301,2.914344887,0.065888223,2.229147684,0.685197202,0.041317935,6.52606361,0.659816238,68.85761331,97.5000976,0.009353553,4,115.041666666667
"C04",2013-07-05,1,"Elevated","10:45:03",4453.5,0,4,1,3.100882107,0.042234972,25.58236741,0.403840965,0.951972148,24.94353294,6,1.420000017,1,2.840000033,21.47794724,24.94353294,19.37908554,149.6673279,145.8781281,21.52181244,21.99544334,84.40140533,86.25882721,500.3368225,1800.130737,244.4258881,100.7943649,3.048088074,0.183603257,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833894704,0.000403841,298.0935329,294.6279472,288.0209115,2.740896547,3.168988892,31.44013948,9.444696131,23.21074009,2.855889253,0.04161608,2.217016743,0.638872509,0.026064954,2.578558477,0.175368081,69.58738965,144.4041172,0.014942946,4,115.041666666667
