Date,Room,Prov,Pot,W_treatment,Code,Height,D1,D2,Comment
8/01/2016,1,A,1,w,A-01,12.5,0.77,0.96,
8/01/2016,1,A,2,w,A-02,13.5,0.98,1.01,
8/01/2016,1,A,3,w,A-03,15.2,0.9,0.91,
8/01/2016,1,A,4,w,A-04,15.5,0.98,1.05,
8/01/2016,1,A,5,w,A-05,10.4,0.95,0.98,
8/01/2016,1,A,6,w,A-06,15.4,0.94,0.95,
8/01/2016,1,A,7,w,A-07,10.6,0.75,0.73,
8/01/2016,1,A,8,w,A-08,12.2,0.64,0.58,
8/01/2016,1,A,9,w,A-09,16.3,1.08,1.07,
8/01/2016,1,A,10,w,A-10,17.6,1.05,1.09,
8/01/2016,1,A,11,w,A-11,14.2,0.96,0.95,
8/01/2016,1,A,12,w,A-12,14,0.99,0.89,
8/01/2016,1,A,13,w,A-13,18,1.04,1.1,
8/01/2016,1,A,14,w,A-14,16.8,1.03,1.09,
8/01/2016,1,A,15,w,A-15,12.7,0.97,1.04,
8/01/2016,1,B,1,w,B-01,12,0.82,0.9,
8/01/2016,1,B,2,w,B-02,11.8,0.79,0.78,
8/01/2016,1,B,3,w,B-03,11.8,0.74,0.85,
8/01/2016,1,B,4,w,B-04,17.3,0.99,0.97,
8/01/2016,1,B,5,w,B-05,11.8,0.88,0.71,
8/01/2016,1,B,6,w,B-06,13.1,0.95,0.99,
8/01/2016,1,B,7,w,B-07,11.8,0.9,0.87,
8/01/2016,1,B,8,w,B-08,12.5,1.01,1.04,
8/01/2016,1,B,9,w,B-09,15.2,1.32,1.38,
8/01/2016,1,B,10,w,B-10,13,0.89,0.91,
8/01/2016,1,B,11,w,B-11,14.3,1.22,1.14,
8/01/2016,1,B,12,w,B-12,14.2,0.82,0.88,
8/01/2016,1,B,13,w,B-13,11,0.98,0.89,
8/01/2016,1,B,14,w,B-14,14.3,1.1,1.03,
8/01/2016,1,B,15,w,B-15,12.7,0.83,0.79,
8/01/2016,1,B,1,d,B-01,12.8,0.8,0.83,
8/01/2016,1,B,2,d,B-02,13.2,0.73,0.7,
8/01/2016,1,B,3,d,B-03,13.7,1.22,1.27,
8/01/2016,1,B,4,d,B-04,13,0.89,0.92,
8/01/2016,1,B,5,d,B-05,13,0.81,0.88,
8/01/2016,1,B,6,d,B-06,7.2,0.55,0.53,
8/01/2016,1,B,7,d,B-07,9.8,0.95,0.98,
8/01/2016,1,B,8,d,B-08,14,1.06,1.1,
8/01/2016,1,B,9,d,B-09,13,1.12,1.15,
8/01/2016,1,B,10,d,B-10,12.7,1.03,1.05,
8/01/2016,1,B,11,d,B-11,14.7,1.19,1.2,
8/01/2016,1,B,12,d,B-12,11.5,0.92,0.99,
8/01/2016,1,B,13,d,B-13,15.4,0.83,0.88,
8/01/2016,1,B,14,d,B-14,12,1.11,1.02,
8/01/2016,1,B,15,d,B-15,11.9,0.61,0.59,
8/01/2016,1,C,1,w,C-01,12.5,0.89,0.95,
8/01/2016,1,C,2,w,C-02,12.5,0.78,0.74,
8/01/2016,1,C,3,w,C-03,10.5,0.67,0.77,
8/01/2016,1,C,4,w,C-04,10,0.74,0.82,
8/01/2016,1,C,5,w,C-05,15.5,0.87,0.92,
8/01/2016,1,C,6,w,C-06,14.2,0.92,0.98,
8/01/2016,1,C,7,w,C-07,9.3,0.85,0.88,
8/01/2016,1,C,8,w,C-08,12.5,0.8,0.77,
8/01/2016,1,C,9,w,C-09,11.4,0.75,0.78,
8/01/2016,1,C,10,w,C-10,11.9,0.85,0.87,
8/01/2016,1,C,11,w,C-11,6,0.6,0.53,
8/01/2016,1,C,12,w,C-12,9,0.84,0.91,
8/01/2016,1,C,13,w,C-13,17.5,1.06,1.05,
8/01/2016,1,C,14,w,C-14,16.2,1.33,1.27,
8/01/2016,1,C,15,w,C-15,7.4,0.79,0.77,
8/01/2016,2,A,16,w,A-16,14.4,1.03,1,
8/01/2016,2,A,17,w,A-17,15.3,1.05,1.06,
8/01/2016,2,A,18,w,A-18,15,1.02,1.03,
8/01/2016,2,A,19,w,A-19,15.3,0.98,1.06,
8/01/2016,2,A,20,w,A-20,11,0.99,0.94,
8/01/2016,2,A,21,w,A-21,13.2,1.07,1.06,
8/01/2016,2,A,22,w,A-22,12.4,0.89,0.96,
8/01/2016,2,A,23,w,A-23,11.2,1.01,0.94,
8/01/2016,2,A,24,w,A-24,10.2,0.83,0.88,
8/01/2016,2,A,25,w,A-25,15.2,1.14,1.11,
8/01/2016,2,A,26,w,A-26,10.1,0.71,0.75,
8/01/2016,2,A,27,w,A-27,14.3,0.94,1,
8/01/2016,2,A,28,w,A-28,15,0.94,0.97,
8/01/2016,2,A,29,w,A-29,11,0.76,0.82,
8/01/2016,2,A,30,w,A-30,13,0.68,0.7,
8/01/2016,2,B,16,w,B-16,12.4,0.95,0.99,
8/01/2016,2,B,17,w,B-17,15.4,0.85,0.92,
8/01/2016,2,B,18,w,B-18,14.2,1.04,1.07,
8/01/2016,2,B,19,w,B-19,12.5,0.8,0.86,
8/01/2016,2,B,20,w,B-20,16.5,1,0.91,
8/01/2016,2,B,21,w,B-21,14.8,1,0.98,
8/01/2016,2,B,22,w,B-22,13.5,1.06,1.09,
8/01/2016,2,B,23,w,B-23,8.9,0.97,1.07,
8/01/2016,2,B,24,w,B-24,15.6,0.93,0.94,
8/01/2016,2,B,25,w,B-25,10.3,0.62,0.68,
8/01/2016,2,B,26,w,B-26,13,1.12,1,
8/01/2016,2,B,27,w,B-27,14.4,0.97,1.02,
8/01/2016,2,B,28,w,B-28,13.1,0.95,0.99,
8/01/2016,2,B,29,w,B-29,16.1,0.98,1,
8/01/2016,2,B,30,w,B-30,15.4,0.8,0.92,
8/01/2016,2,B,16,d,B-16,11.7,0.75,0.8,
8/01/2016,2,B,17,d,B-17,13,0.96,1.01,
8/01/2016,2,B,18,d,B-18,13.4,0.78,0.85,
8/01/2016,2,B,19,d,B-19,13.2,0.98,0.97,
8/01/2016,2,B,20,d,B-20,13.1,0.88,0.91,
8/01/2016,2,B,21,d,B-21,13.7,0.87,0.84,
8/01/2016,2,B,22,d,B-22,10.5,0.63,0.62,
8/01/2016,2,B,23,d,B-23,11.4,0.85,0.86,
8/01/2016,2,B,24,d,B-24,14.4,0.88,0.98,
8/01/2016,2,B,25,d,B-25,10.8,1,1.08,
8/01/2016,2,B,26,d,B-26,14.5,0.8,0.88,
8/01/2016,2,B,27,d,B-27,14.5,0.9,0.87,
8/01/2016,2,B,28,d,B-28,11.7,0.77,0.79,
8/01/2016,2,B,29,d,B-29,10.5,0.92,0.88,
8/01/2016,2,B,30,d,B-30,14.5,0.79,0.83,
8/01/2016,2,C,16,w,C-16,9.4,0.93,0.91,
8/01/2016,2,C,17,w,C-17,9.7,0.73,0.7,
8/01/2016,2,C,18,w,C-18,13.7,0.97,1,
8/01/2016,2,C,19,w,C-19,13,1.02,1.09,
8/01/2016,2,C,20,w,C-20,13.7,1.1,0.99,
8/01/2016,2,C,21,w,C-21,8.8,0.72,0.79,
8/01/2016,2,C,22,w,C-22,15,0.8,0.87,
8/01/2016,2,C,23,w,C-23,11.2,0.86,0.91,
8/01/2016,2,C,24,w,C-24,13.7,0.84,0.72,
8/01/2016,2,C,25,w,C-25,13.7,0.76,0.76,
8/01/2016,2,C,26,w,C-26,16.5,0.92,1.05,
8/01/2016,2,C,27,w,C-27,13.4,0.85,0.82,
8/01/2016,2,C,28,w,C-28,14.3,0.97,0.96,
8/01/2016,2,C,29,w,C-29,14.5,1.03,1.02,
8/01/2016,2,C,30,w,C-30,10.5,0.83,0.87,
8/01/2016,3,A,31,w,A-31,15,0.91,1,
8/01/2016,3,A,32,w,A-32,9.6,0.68,0.67,
8/01/2016,3,A,33,w,A-33,15,0.92,0.99,
8/01/2016,3,A,34,w,A-34,17.6,1.07,1.09,
8/01/2016,3,A,35,w,A-35,17,1.04,1.05,
8/01/2016,3,A,36,w,A-36,16.1,0.99,0.98,
8/01/2016,3,A,37,w,A-37,10.7,1.11,1.09,
8/01/2016,3,A,38,w,A-38,12.6,0.92,0.89,
8/01/2016,3,A,39,w,A-39,11,0.82,0.88,
8/01/2016,3,A,40,w,A-40,18,1.15,1.05,
8/01/2016,3,A,41,w,A-41,11,0.89,0.96,
8/01/2016,3,A,42,w,A-42,11.5,0.78,0.81,
8/01/2016,3,A,43,w,A-43,16,0.77,0.85,
8/01/2016,3,A,44,w,A-44,12.3,1.1,0.94,
8/01/2016,3,A,45,w,A-45,16.1,1.01,0.98,
8/01/2016,3,B,31,w,B-31,13,0.81,0.85,
8/01/2016,3,B,32,w,B-32,13.5,0.84,0.87,
8/01/2016,3,B,33,w,B-33,10.7,0.94,0.85,
8/01/2016,3,B,34,w,B-34,16.3,1.01,1.02,
8/01/2016,3,B,35,w,B-35,14.7,0.83,0.92,
8/01/2016,3,B,36,w,B-36,15.2,0.87,0.94,
8/01/2016,3,B,37,w,B-37,13.8,1.26,1.18,
8/01/2016,3,B,38,w,B-38,11.5,1.05,1.03,
8/01/2016,3,B,39,w,B-39,10.6,0.78,0.8,
8/01/2016,3,B,40,w,B-40,10,0.68,0.77,
8/01/2016,3,B,41,w,B-41,13,0.71,0.76,
8/01/2016,3,B,42,w,B-42,14.3,0.83,0.87,
8/01/2016,3,B,43,w,B-43,11,0.87,0.81,
8/01/2016,3,B,44,w,B-44,15.2,1.05,1.03,
8/01/2016,3,B,45,w,B-45,12.2,0.72,0.73,
8/01/2016,3,B,31,d,B-31,11,0.88,0.89,
8/01/2016,3,B,32,d,B-32,13.8,1,1.02,
8/01/2016,3,B,33,d,B-33,16.8,1.03,1.08,
8/01/2016,3,B,34,d,B-34,12.2,0.94,0.97,
8/01/2016,3,B,35,d,B-35,14.2,1.1,0.99,
8/01/2016,3,B,36,d,B-36,13,1.03,1.01,
8/01/2016,3,B,37,d,B-37,16.5,0.95,0.91,
8/01/2016,3,B,38,d,B-38,15.1,0.98,1.02,
8/01/2016,3,B,39,d,B-39,15.2,1.01,1.04,
8/01/2016,3,B,40,d,B-40,10.1,0.85,0.82,
8/01/2016,3,B,41,d,B-41,12.2,0.72,0.74,
8/01/2016,3,B,42,d,B-42,13,0.83,0.93,
8/01/2016,3,B,43,d,B-43,10,0.55,0.63,
8/01/2016,3,B,44,d,B-44,12.5,0.97,0.96,
8/01/2016,3,B,45,d,B-45,10.8,0.76,0.79,
8/01/2016,3,C,31,w,C-31,19,1.12,1.11,
8/01/2016,3,C,32,w,C-32,14,0.94,1.02,
8/01/2016,3,C,33,w,C-33,16,1.01,1.02,
8/01/2016,3,C,34,w,C-34,11.2,0.79,0.83,
8/01/2016,3,C,35,w,C-35,14.2,0.91,0.91,
8/01/2016,3,C,36,w,C-36,13.3,0.81,0.89,
8/01/2016,3,C,37,w,C-37,9.9,0.9,0.8,
8/01/2016,3,C,38,w,C-38,13.8,0.94,0.96,
8/01/2016,3,C,39,w,C-39,8.7,0.75,0.77,
8/01/2016,3,C,40,w,C-40,13.5,0.99,0.98,
8/01/2016,3,C,41,w,C-41,9,0.83,0.85,
8/01/2016,3,C,42,w,C-42,13,0.77,0.79,
8/01/2016,3,C,43,w,C-43,16.1,1,0.99,
8/01/2016,3,C,44,w,C-44,13.1,0.84,0.84,
8/01/2016,3,C,45,w,C-45,14,1.1,1.05,
8/01/2016,4,A,46,w,A-46,14.4,1.07,1.04,
8/01/2016,4,A,47,w,A-47,16.2,1.38,1.29,
8/01/2016,4,A,48,w,A-48,13,0.93,0.92,
8/01/2016,4,A,49,w,A-49,13.9,1,1.04,
8/01/2016,4,A,50,w,A-50,11,0.95,0.84,
8/01/2016,4,A,51,w,A-51,11.6,0.89,0.88,
8/01/2016,4,A,52,w,A-52,13.8,1.15,1.12,
8/01/2016,4,A,53,w,A-53,17,1.34,1.31,
8/01/2016,4,A,54,w,A-54,16.3,1.17,1.17,
8/01/2016,4,A,55,w,A-55,14.4,1.16,0.95,
8/01/2016,4,A,56,w,A-56,13.6,1.04,1.06,
8/01/2016,4,A,57,w,A-57,15,1.11,1.19,
8/01/2016,4,A,58,w,A-58,11.2,1.03,1.09,
8/01/2016,4,A,59,w,A-59,14.6,1.02,1.05,
8/01/2016,4,A,60,w,A-60,13.5,0.93,0.96,
8/01/2016,4,B,46,w,B-46,11.3,0.95,0.89,
8/01/2016,4,B,47,w,B-47,13.3,0.82,0.86,
8/01/2016,4,B,48,w,B-48,10.1,0.92,0.78,
8/01/2016,4,B,49,w,B-49,13.8,0.98,0.97,
8/01/2016,4,B,50,w,B-50,10.6,0.7,0.83,
8/01/2016,4,B,51,w,B-51,13.8,0.78,0.76,
8/01/2016,4,B,52,w,B-52,12.4,1,1.07,
8/01/2016,4,B,53,w,B-53,10,0.87,0.95,
8/01/2016,4,B,54,w,B-54,15.5,1.08,1.09,
8/01/2016,4,B,55,w,B-55,14.3,1.04,1.14,
8/01/2016,4,B,56,w,B-56,18,1.22,1.27,
8/01/2016,4,B,57,w,B-57,10.3,0.95,0.96,
8/01/2016,4,B,58,w,B-58,15,1.1,1.04,
8/01/2016,4,B,59,w,B-59,12.4,0.84,0.88,
8/01/2016,4,B,60,w,B-60,11.8,0.86,0.88,
8/01/2016,4,B,46,d,B-46,16.8,1.23,1.38,
8/01/2016,4,B,47,d,B-47,12.2,0.95,0.98,
8/01/2016,4,B,48,d,B-48,13.3,1.05,1.01,
8/01/2016,4,B,49,d,B-49,12.5,0.85,0.91,
8/01/2016,4,B,50,d,B-50,13.7,1.04,0.99,
8/01/2016,4,B,51,d,B-51,12.2,0.96,1.01,
8/01/2016,4,B,52,d,B-52,11.3,0.79,0.98,
8/01/2016,4,B,53,d,B-53,14.3,0.84,0.87,
8/01/2016,4,B,54,d,B-54,16.8,0.93,0.99,
8/01/2016,4,B,55,d,B-55,12.1,0.85,0.86,
8/01/2016,4,B,56,d,B-56,11,0.75,0.78,
8/01/2016,4,B,57,d,B-57,12,0.86,0.95,
8/01/2016,4,B,58,d,B-58,10,0.89,0.94,
8/01/2016,4,B,59,d,B-59,13.3,0.93,1,
8/01/2016,4,B,60,d,B-60,11.4,0.9,0.72,
8/01/2016,4,C,46,w,C-46,11,0.83,0.99,
8/01/2016,4,C,47,w,C-47,11.6,0.8,0.86,
8/01/2016,4,C,48,w,C-48,10.1,0.71,0.76,
8/01/2016,4,C,49,w,C-49,13.2,1.31,1.33,
8/01/2016,4,C,50,w,C-50,11.4,0.72,0.76,
8/01/2016,4,C,51,w,C-51,14.4,1.06,1.09,
8/01/2016,4,C,52,w,C-52,11.2,0.84,0.77,
8/01/2016,4,C,53,w,C-53,11,0.77,0.81,
8/01/2016,4,C,54,w,C-54,12.4,0.88,0.96,
8/01/2016,4,C,55,w,C-55,13.1,1.12,1.08,
8/01/2016,4,C,56,w,C-56,11.4,0.79,0.8,
8/01/2016,4,C,57,w,C-57,13.5,0.89,0.93,
8/01/2016,4,C,58,w,C-58,13.8,0.96,0.97,
8/01/2016,4,C,59,w,C-59,14.4,0.88,0.94,
8/01/2016,4,C,60,w,C-60,12.8,0.76,0.76,
8/01/2016,5,A,61,w,A-61,15.1,1.16,1.16,
8/01/2016,5,A,62,w,A-62,14.2,1.21,1.16,
8/01/2016,5,A,63,w,A-63,12.2,1.06,0.99,
8/01/2016,5,A,64,w,A-64,14.5,1,1.02,
8/01/2016,5,A,65,w,A-65,13.9,0.86,0.91,
8/01/2016,5,A,66,w,A-66,11.2,1.01,1.1,
8/01/2016,5,A,67,w,A-67,10.7,1.01,1.05,
8/01/2016,5,A,68,w,A-68,13.9,1.08,1.04,
8/01/2016,5,A,69,w,A-69,11.5,1.03,1.1,
8/01/2016,5,A,70,w,A-70,14.2,0.88,0.89,
8/01/2016,5,A,71,w,A-71,17.6,1.17,1.3,
8/01/2016,5,A,72,w,A-72,10.4,0.95,1.08,
8/01/2016,5,A,73,w,A-73,12.1,0.97,0.89,
8/01/2016,5,A,74,w,A-74,13.1,1.08,1.16,
8/01/2016,5,A,75,w,A-75,12.7,0.97,0.99,
8/01/2016,5,B,61,w,B-61,15,1.01,1.05,
8/01/2016,5,B,62,w,B-62,13.3,0.9,1.03,
8/01/2016,5,B,63,w,B-63,14.1,1.07,1.08,
8/01/2016,5,B,64,w,B-64,10.9,1.07,1,
8/01/2016,5,B,65,w,B-65,8.5,0.57,0.64,
8/01/2016,5,B,66,w,B-66,10.9,0.9,0.92,
8/01/2016,5,B,67,w,B-67,9.5,0.99,0.99,
8/01/2016,5,B,68,w,B-68,11.7,1.05,1.08,
8/01/2016,5,B,69,w,B-69,12.5,1.03,1.05,
8/01/2016,5,B,70,w,B-70,14.3,0.96,1,
8/01/2016,5,B,71,w,B-71,12.8,1.06,1.14,
8/01/2016,5,B,72,w,B-72,12.4,1,0.97,
8/01/2016,5,B,73,w,B-73,10.4,0.89,0.87,
8/01/2016,5,B,74,w,B-74,14.4,1.05,1.09,
8/01/2016,5,B,75,w,B-75,10.3,0.92,0.99,
8/01/2016,5,B,61,d,B-61,11.8,1.02,0.97,
8/01/2016,5,B,62,d,B-62,16.5,1.05,1.09,
8/01/2016,5,B,63,d,B-63,13.2,1.01,0.96,
8/01/2016,5,B,64,d,B-64,10.3,0.95,1.05,
8/01/2016,5,B,65,d,B-65,13.8,0.86,0.9,
8/01/2016,5,B,66,d,B-66,12.4,1.14,1.11,
8/01/2016,5,B,67,d,B-67,14.2,0.9,0.96,
8/01/2016,5,B,68,d,B-68,11.7,0.96,1.01,
8/01/2016,5,B,69,d,B-69,14.2,0.95,0.89,
8/01/2016,5,B,70,d,B-70,14.2,1.15,1.03,
8/01/2016,5,B,71,d,B-71,10,1.03,0.93,
8/01/2016,5,B,72,d,B-72,12.2,0.88,0.99,
8/01/2016,5,B,73,d,B-73,13.1,0.92,0.97,
8/01/2016,5,B,74,d,B-74,15.2,0.95,0.93,
8/01/2016,5,B,75,d,B-75,13.4,0.98,1.02,
8/01/2016,5,C,61,w,C-61,9.6,0.73,0.96,
8/01/2016,5,C,62,w,C-62,11.6,0.95,0.92,
8/01/2016,5,C,63,w,C-63,13.7,1.04,1.01,
8/01/2016,5,C,64,w,C-64,10.4,0.86,1,
8/01/2016,5,C,65,w,C-65,16,1.04,1.03,
8/01/2016,5,C,66,w,C-66,14.8,1.14,1.19,
8/01/2016,5,C,67,w,C-67,15.5,1.38,1.37,
8/01/2016,5,C,68,w,C-68,15.7,1.08,1.17,
8/01/2016,5,C,69,w,C-69,11.7,0.84,0.79,
8/01/2016,5,C,70,w,C-70,10.5,0.77,0.75,
8/01/2016,5,C,71,w,C-71,12.2,0.93,0.97,
8/01/2016,5,C,72,w,C-72,11.6,1.09,0.97,
8/01/2016,5,C,73,w,C-73,14,0.97,1.02,
8/01/2016,5,C,74,w,C-74,14.8,1.07,1.15,
8/01/2016,5,C,75,w,C-75,11.9,1.04,1.05,
8/01/2016,6,A,76,w,A-76,10.9,1.17,1.25,
8/01/2016,6,A,77,w,A-77,16.3,1.28,1.31,
8/01/2016,6,A,78,w,A-78,11.4,0.83,0.9,
8/01/2016,6,A,79,w,A-79,10.7,1.09,1.07,
8/01/2016,6,A,80,w,A-80,16.3,1.49,1.51,
8/01/2016,6,A,81,w,A-81,10.8,1.08,1.07,
8/01/2016,6,A,82,w,A-82,14.8,0.88,0.98,
8/01/2016,6,A,83,w,A-83,12.5,1.1,1.18,
8/01/2016,6,A,84,w,A-84,15.2,1.06,1.04,
8/01/2016,6,A,85,w,A-85,15.4,1.1,1.12,
8/01/2016,6,A,86,w,A-86,13,0.99,1.04,
8/01/2016,6,A,87,w,A-87,10.9,1.27,1.25,
8/01/2016,6,A,88,w,A-88,15.4,1.22,1.24,
8/01/2016,6,A,89,w,A-89,16.3,1.17,1.26,
8/01/2016,6,A,90,w,A-90,14.9,1.18,1.05,
8/01/2016,6,B,76,w,B-76,16,1.2,1.07,
8/01/2016,6,B,77,w,B-77,13.6,1.16,1.25,
8/01/2016,6,B,78,w,B-78,11.8,0.81,0.88,
8/01/2016,6,B,79,w,B-79,11.3,0.87,0.97,
8/01/2016,6,B,80,w,B-80,12.7,0.85,0.91,
8/01/2016,6,B,81,w,B-81,10.2,0.73,0.74,
8/01/2016,6,B,82,w,B-82,11.5,0.9,0.86,
8/01/2016,6,B,83,w,B-83,11.8,0.96,1.02,
8/01/2016,6,B,84,w,B-84,12.4,1.04,1.13,
8/01/2016,6,B,85,w,B-85,11.9,0.99,0.83,
8/01/2016,6,B,86,w,B-86,11.4,1.37,1.03,
8/01/2016,6,B,87,w,B-87,12.4,0.78,0.78,
8/01/2016,6,B,88,w,B-88,13.8,0.98,1.03,
8/01/2016,6,B,89,w,B-89,12.9,1.02,1.07,
8/01/2016,6,B,90,w,B-90,12.2,1.05,1.01,
8/01/2016,6,B,76,d,B-76,11.7,1.12,1.21,
8/01/2016,6,B,77,d,B-77,11.9,0.93,1.12,
8/01/2016,6,B,78,d,B-78,17,1.38,1.34,
8/01/2016,6,B,79,d,B-79,13.8,0.96,0.97,
8/01/2016,6,B,80,d,B-80,14.4,1.05,1.01,
8/01/2016,6,B,81,d,B-81,11.9,0.82,0.84,
8/01/2016,6,B,82,d,B-82,11.5,0.85,0.81,
8/01/2016,6,B,83,d,B-83,11.2,0.85,0.78,
8/01/2016,6,B,84,d,B-84,11.3,0.89,0.77,
8/01/2016,6,B,85,d,B-85,17.2,1.2,1.1,
8/01/2016,6,B,86,d,B-86,14.9,1.03,1.13,
8/01/2016,6,B,87,d,B-87,12.8,0.77,0.82,
8/01/2016,6,B,88,d,B-88,12,1.2,1.05,
8/01/2016,6,B,89,d,B-89,11.3,1,0.95,
8/01/2016,6,B,90,d,B-90,15.8,1.07,1.1,
8/01/2016,6,C,76,w,C-76,12.6,0.93,0.95,
8/01/2016,6,C,77,w,C-77,11.3,0.77,0.77,
8/01/2016,6,C,78,w,C-78,15.3,0.96,0.91,
8/01/2016,6,C,79,w,C-79,8.9,0.84,0.89,
8/01/2016,6,C,80,w,C-80,12.3,0.88,0.88,
8/01/2016,6,C,81,w,C-81,13.4,1.26,1.17,
8/01/2016,6,C,82,w,C-82,8.3,0.64,0.68,
8/01/2016,6,C,83,w,C-83,14.5,1.15,1.05,
8/01/2016,6,C,84,w,C-84,13.6,1.18,1.15,
8/01/2016,6,C,85,w,C-85,10.5,1.03,1.05,
8/01/2016,6,C,86,w,C-86,9.9,0.91,0.96,
8/01/2016,6,C,87,w,C-87,13.5,0.9,0.99,
8/01/2016,6,C,88,w,C-88,12.8,0.96,0.9,
8/01/2016,6,C,89,w,C-89,10.1,0.99,1.03,
8/01/2016,6,C,90,w,C-90,15.3,1.08,0.84,
18/01/2016,1,A,1,w,A-01,14,1.17,1.19,
18/01/2016,1,A,2,w,A-02,15.4,1.07,1.09,
18/01/2016,1,A,3,w,A-03,17.2,1.06,1.08,
18/01/2016,1,A,4,w,A-04,17.2,1.04,1.09,
18/01/2016,1,A,5,w,A-05,12.3,1.03,1.09,
18/01/2016,1,A,6,w,A-06,16.5,1.09,1.06,
18/01/2016,1,A,7,w,A-07,11.4,1.06,1.03,
18/01/2016,1,A,8,w,A-08,13.4,0.84,0.87,
18/01/2016,1,A,9,w,A-09,19,1.35,1.41,
18/01/2016,1,A,10,w,A-10,18.5,1.36,1.37,
18/01/2016,1,A,11,w,A-11,15.7,1.29,1.26,
18/01/2016,1,A,12,w,A-12,15,1.04,1.07,
18/01/2016,1,A,13,w,A-13,19.8,1.25,1.28,
18/01/2016,1,A,14,w,A-14,18.7,1.32,1.37,
18/01/2016,1,A,15,w,A-15,13.5,1.17,1.16,
18/01/2016,1,B,1,w,B-01,13.6,1.14,1.19,
18/01/2016,1,B,2,w,B-02,13.2,0.81,0.84,
18/01/2016,1,B,3,w,B-03,12.4,0.97,0.96,
18/01/2016,1,B,4,w,B-04,18.3,1.29,1.23,
18/01/2016,1,B,5,w,B-05,13.8,1.04,1.08,
18/01/2016,1,B,6,w,B-06,15,1.12,1.14,
18/01/2016,1,B,7,w,B-07,13.2,0.94,1.02,
18/01/2016,1,B,8,w,B-08,13.8,1.38,1.33,
18/01/2016,1,B,9,w,B-09,17.8,1.65,1.69,
18/01/2016,1,B,10,w,B-10,14.7,1.15,1.17,
18/01/2016,1,B,11,w,B-11,16.2,1.37,1.4,
18/01/2016,1,B,12,w,B-12,15.7,1.04,1.09,
18/01/2016,1,B,13,w,B-13,11.5,0.98,0.94,
18/01/2016,1,B,14,w,B-14,16,1.27,1.21,
18/01/2016,1,B,15,w,B-15,13.5,0.81,0.88,
18/01/2016,1,B,1,d,B-01,13.2,0.94,0.98,
18/01/2016,1,B,2,d,B-02,14.6,0.91,0.97,
18/01/2016,1,B,3,d,B-03,14.8,1.58,1.64,
18/01/2016,1,B,4,d,B-04,14.7,0.93,0.98,
18/01/2016,1,B,5,d,B-05,14.1,1.02,0.98,
18/01/2016,1,B,6,d,B-06,8,0.6,0.58,
18/01/2016,1,B,7,d,B-07,12,1.3,1.34,
18/01/2016,1,B,8,d,B-08,16,1.8,1.84,
18/01/2016,1,B,9,d,B-09,14.2,1.22,1.27,
18/01/2016,1,B,10,d,B-10,14.5,1.49,1.43,
18/01/2016,1,B,11,d,B-11,16.8,1.79,1.81,
18/01/2016,1,B,12,d,B-12,12,1.31,1.24,
18/01/2016,1,B,13,d,B-13,17,1,1.08,
18/01/2016,1,B,14,d,B-14,15,1.5,1.49,
18/01/2016,1,B,15,d,B-15,12.5,0.73,0.76,
18/01/2016,1,C,1,w,C-01,14.5,1.12,1.17,
18/01/2016,1,C,2,w,C-02,14.7,1.03,1.02,
18/01/2016,1,C,3,w,C-03,11.8,0.79,0.83,
18/01/2016,1,C,4,w,C-04,11.2,0.68,0.69,smaller
18/01/2016,1,C,5,w,C-05,18,1.03,1.07,
18/01/2016,1,C,6,w,C-06,15.4,1.33,1.31,
18/01/2016,1,C,7,w,C-07,10.8,0.99,0.91,
18/01/2016,1,C,8,w,C-08,13.5,0.87,0.88,
18/01/2016,1,C,9,w,C-09,12.3,0.78,0.82,
18/01/2016,1,C,10,w,C-10,13.2,1.01,1.06,
18/01/2016,1,C,11,w,C-11,8,0.74,0.68,
18/01/2016,1,C,12,w,C-12,9.3,0.67,0.66,smaller
18/01/2016,1,C,13,w,C-13,19.5,1.28,1.27,
18/01/2016,1,C,14,w,C-14,18.7,1.58,1.51,
18/01/2016,1,C,15,w,C-15,8.1,0.89,0.88,
18/01/2016,2,A,16,w,A-16,16.3,1.32,1.42,
18/01/2016,2,A,17,w,A-17,18.4,1.26,1.26,
18/01/2016,2,A,18,w,A-18,17.5,1.2,1.24,
18/01/2016,2,A,19,w,A-19,18,1.1,1.14,
18/01/2016,2,A,20,w,A-20,12.4,0.98,1.01,
18/01/2016,2,A,21,w,A-21,15.6,1.34,1.37,
18/01/2016,2,A,22,w,A-22,15,1.04,1.03,
18/01/2016,2,A,23,w,A-23,13.7,1.03,1.08,
18/01/2016,2,A,24,w,A-24,11.9,1.02,1.06,
18/01/2016,2,A,25,w,A-25,16.5,1.13,1.21,
18/01/2016,2,A,26,w,A-26,12.4,0.91,0.95,
18/01/2016,2,A,27,w,A-27,15.5,0.96,1.06,
18/01/2016,2,A,28,w,A-28,17,1.05,1.09,
18/01/2016,2,A,29,w,A-29,11.7,0.63,0.68,smaller
18/01/2016,2,A,30,w,A-30,14.7,0.88,0.84,
18/01/2016,2,B,16,w,B-16,17.5,1.33,1.39,
18/01/2016,2,B,17,w,B-17,18.3,1.04,1.06,
18/01/2016,2,B,18,w,B-18,18.2,1.19,1.19,
18/01/2016,2,B,19,w,B-19,14,0.98,1.08,
18/01/2016,2,B,20,w,B-20,20,1.13,1.15,
18/01/2016,2,B,21,w,B-21,16.5,1.15,1.18,
18/01/2016,2,B,22,w,B-22,17.5,1.34,1.31,
