Date,Room,Prov,Pot,W_treatment,Code,Height,D1,D2,Comment
29/02/2016,6,B,87,d,B-87,45,2.04,2.05,
29/02/2016,6,B,89,d,B-89,53,2.62,2.65,
29/02/2016,6,B,84,d,B-84,46.5,2.31,2.38,
29/02/2016,6,B,80,d,B-80,50.7,2.25,2.26,
29/02/2016,6,B,78,d,B-78,56.5,3.19,3.08,
29/02/2016,6,B,88,d,B-88,54,2.73,3.09,
29/02/2016,6,B,86,d,B-86,63.2,2.8,2.82,
29/02/2016,6,B,90,d,B-90,57.5,2.43,2.24,
29/02/2016,6,B,84,w,B-84,63,3.59,3.61,
29/02/2016,6,B,88,w,B-88,83.2,4.46,4.21,
29/02/2016,6,B,80,w,B-80,69.5,5,5.1,
29/02/2016,6,B,83,w,B-83,65.5,4.49,4.44,
29/02/2016,6,B,82,w,B-82,69.5,4.4,4.2,
29/02/2016,6,B,79,w,B-79,67,5.08,5.04,
29/02/2016,6,B,85,w,B-85,76,5.56,5.52,
29/02/2016,6,B,76,w,B-76,57.5,3.49,3.48,
29/02/2016,6,C,79,w,C-79,67.5,3.6,3.56,
29/02/2016,6,C,87,w,C-87,84,3.87,3.76,
29/02/2016,6,C,76,w,C-76,79.2,4.39,4.6,
29/02/2016,6,C,78,w,C-78,78.2,4.81,4.53,
29/02/2016,6,C,86,w,C-86,54,2.93,3.1,
29/02/2016,6,C,80,w,C-80,70.5,4.11,4.16,
29/02/2016,6,C,81,w,C-81,65,5.17,5.25,
29/02/2016,6,C,90,w,C-90,80,3.91,4.1,
