"Room","GPP.sum","Rm.sum","Rm_sr.sum","Tair.mean","Date","LA","LA_SE","Leafmass","Leafmass_SE","Stemmass","Stemmass_SE","Rootmass","Rootmass_SE","totdm_f","totdm_i","fCarbon_calc","Rg","storage","st_perc","Rm_perc"
1,4.54961690376527,1.35680010512213,0.454872985047892,18,2016-02-24,0.0473549912531204,0.00511843958068151,0.907165176501967,0.0901704999432228,0.353577978743598,0.042240036750441,0.450824266265535,0.0334721557715321,1.7115674215111,0.0995944531548559,3.45236496398525,0.483591890506873,1.09725193978002,0.641080173640653,29.8222934770451
2,9.77859081298043,2.42859832446691,0.873271057568548,21.5,2016-02-24,0.109122135092912,0.00776358579680494,1.93699585845669,0.140752847705055,1.04091034469709,0.0708365499947195,0.785943421559615,0.0497386857814374,3.7638496247134,0.0995944531548559,7.19213004749301,1.09927655146756,2.58646076548742,0.687184936535389,24.8358722735704
3,13.1659151197197,3.14402029522143,1.09283310815039,25,2016-02-24,0.12756556318067,0.00536427450303378,2.79653907218381,0.134277375731259,1.39976513791891,0.073401516432104,0.985623972159771,0.0376218997033719,5.1819281822625,0.0995944531548559,9.75105414306137,1.52470011873229,3.4148609766583,0.658994269420254,23.8799982122958
4,15.1330235777312,4.14498371642592,1.75566848909542,28.5,2016-02-24,0.14676326468743,0.00745582968091901,3.08740627875082,0.164045059393318,1.78843606822239,0.125664368369509,0.978202609812586,0.0525329880446327,5.8540449567858,0.0995944531548559,11.6257693711461,1.72633515108928,3.50725420658509,0.599116377218731,27.3903208776163
5,9.82838381556846,3.44124434517302,1.59400361212981,32.5,2016-02-24,0.114565675374935,0.00599010793741346,2.36803779752078,0.125475276031479,1.65179844367892,0.104254193606648,0.748047415405436,0.0426059362086578,4.76788365660513,0.0995944531548559,9.51002030965838,1.40048676103508,0.318363505910082,0.0667724988358389,35.0133288417367
6,6.31588524475104,2.88601243393815,1.39512624637624,35.5,2016-02-24,0.0685856502786964,0.00767530389878427,1.52164612171496,0.19480538446095,1.17155138806356,0.161764430778245,0.398187608047068,0.0405785084566631,3.09138511782559,0.0995944531548559,6.77534029801011,0.897537199401221,-0.45945505325906,-0.148624333671578,45.69450397055
