"Date","Room","leafarea_p","Leafmass","Stemmass","Rootmass"
2016-01-08,1,0.00272757418089654,0.0585865920432668,0.0142818185100073,0.0267260426015818
2016-01-09,1,0.00272842240984254,0.0648798377857215,0.0151486885866131,0.0305029240669861
2016-01-10,1,0.00273965368157655,0.0708317954445496,0.0159908494420779,0.0340848725536455
2016-01-11,1,0.00276348835993019,0.076501377069495,0.0168275082207931,0.0375118213830942
2016-01-12,1,0.00280214680873506,0.0819474947103017,0.0176778720671496,0.0408237038768665
2016-01-13,1,0.00285784939182277,0.0872290604167135,0.0185611481255388,0.0440604533564967
2016-01-14,1,0.00293281647302493,0.0924049862384745,0.0194965435403517,0.047262003143519
2016-01-15,1,0.00302926841617315,0.0975341842253286,0.0205032654559796,0.0504682865594678
2016-01-16,1,0.00314942558509903,0.10267556642702,0.0216005210168136,0.0537192369258774
2016-01-17,1,0.0032955083436342,0.107888044893292,0.0228075173672449,0.0570547875642819
2016-01-18,1,0.00346973705561024,0.113230531673889,0.0241434616516647,0.0605148717962157
2016-01-19,1,0.00367369276432183,0.118753912611917,0.0256232522452852,0.0641364373801166
2016-01-20,1,0.00390639923091584,0.124476968723927,0.0272445524466035,0.067944489822037
2016-01-21,1,0.00416624089600221,0.130410454819835,0.0290007167849375,0.0719610490649327
2016-01-22,1,0.00445160220019085,0.136565125709555,0.0308850997896054,0.0762081350517595
2016-01-23,1,0.00476086758409171,0.142951736202999,0.0328910559899253,0.0807077677254735
2016-01-24,1,0.0050924214883147,0.149581041110084,0.0350119399152151,0.0854819670290304
2016-01-25,1,0.00544464835346975,0.156463795240722,0.0372411060947931,0.0905527529053861
2016-01-26,1,0.00581593262016681,0.163610753404828,0.0395719090579772,0.0959421452974965
2016-01-27,1,0.00620465872901579,0.171032670412316,0.0419977033340855,0.101672164148318
2016-01-28,1,0.00660921112062662,0.178740301073101,0.0445118434524362,0.107764829400805
2016-01-29,1,0.0070308591034867,0.186780617625398,0.047127126818146,0.114255633042961
2016-01-30,1,0.00748241145759326,0.195345462020629,0.049934122339527,0.121233955242975
2016-01-31,1,0.00797956183082099,0.204662893638521,0.0530428418006898,0.128802648214082
2016-02-01,1,0.00853800387104461,0.214960971858796,0.0565632969857451,0.137064564169517
2016-02-02,1,0.00917343122613881,0.226467756061181,0.0606054996788037,0.146122555322516
2016-02-03,1,0.00990153754397828,0.2394113056254,0.0652794616639763,0.156079473886313
2016-02-04,1,0.0107380164724377,0.254019679931176,0.0706951947253736,0.167038172074143
2016-02-05,1,0.0116985616593918,0.270520938358236,0.0769627106471063,0.179101502099243
2016-02-06,1,0.0127988667527153,0.289143140286303,0.0841920212132851,0.192372316174847
2016-02-07,1,0.0140546254002829,0.310114345095103,0.0924931382080208,0.206953466514191
2016-02-08,1,0.0154815312499692,0.333662612164359,0.101976073415424,0.22294780533051
2016-02-09,1,0.0170869643118433,0.359916523829078,0.112704814958453,0.240362334551805
2016-02-10,1,0.0188450500447514,0.388606754245392,0.124559256315457,0.258820654965142
2016-02-11,1,0.0207216002697342,0.419364500524713,0.137373267303634,0.277850517072352
2016-02-12,1,0.0226824268078321,0.451820959778454,0.150980717740179,0.296979671375269
2016-02-13,1,0.0246933414800858,0.485607329118029,0.165215477442289,0.315735868375723
2016-02-14,1,0.0267201561075358,0.520354805654849,0.179911416227162,0.333646858575546
2016-02-15,1,0.0287286825112228,0.555694586500329,0.194902403911994,0.35024039247657
2016-02-16,1,0.0306847325121872,0.59125786876588,0.210022310313982,0.365044220580628
2016-02-17,1,0.0325541179314696,0.626675849562916,0.225105005250323,0.377586093389551
2016-02-18,1,0.0343026505901107,0.66157972600285,0.239984358538214,0.38739376140517
2016-02-19,1,0.0359218349956039,0.695845781360024,0.254628209651196,0.394331409536689
2016-02-20,1,0.0375059464012543,0.730330643560496,0.26954027668819,0.399608960322794
2016-02-21,1,0.0391749527468198,0.766136026693257,0.285358247404462,0.404772770709544
2016-02-22,1,0.0410488219720587,0.804363644847295,0.302719809555278,0.411369197642994
2016-02-23,1,0.0432475220167287,0.846115212111599,0.322262650895904,0.420944598069204
2016-02-24,1,0.0458813586137168,0.892400273419868,0.344574077430501,0.434918806592997
2016-02-25,1,0.0490219886684251,0.943859697084642,0.370039868158814,0.454205568454263
2016-02-26,1,0.0527314068793845,1.00104218226317,0.398995420329486,0.479592106551659
2016-02-27,1,0.057071607945126,1.06449642811271,0.431776131191158,0.51186564378384
2016-02-28,1,0.0621045865641804,1.13477113379051,0.468717397992471,0.551813403049465
2016-02-29,1,0.0678923374350788,1.21241499845381,0.510154617982067,0.600222607247188
2016-01-08,2,0.00272757418089654,0.0585865920432668,0.0142818185100073,0.0267260426015818
2016-01-09,2,0.0030612671473552,0.0637528563238604,0.0177326947259377,0.0305550366062465
2016-01-10,2,0.00332000200821961,0.0676554316482966,0.0204675197269904,0.0337989544518563
2016-01-11,2,0.00351560343329871,0.0705130691483737,0.0225759968366096,0.036549471373268
2016-01-12,2,0.00365989609240145,0.0725445199558897,0.0241478293782398,0.0388982626053384
2016-01-13,2,0.00376470465533676,0.0739685352026428,0.0252727206753252,0.0409370033829243
2016-01-14,2,0.00384185379191359,0.0750038660204311,0.0260403740513101,0.0427573689408826
2016-01-15,2,0.00390316817194088,0.0758692635410527,0.0265404928296389,0.0444510345140701
2016-01-16,2,0.00396047246522756,0.0767834788963057,0.026862780333756,0.0461096753373436
2016-01-17,2,0.0040255913415826,0.0779652632179883,0.0270969398871055,0.0478249666455599
2016-01-18,2,0.00411034947081491,0.0796333676378985,0.0273326748131319,0.0496885836735758
2016-01-19,2,0.00422824476238561,0.0820343899590038,0.0276801794726736,0.0518052665460988
2016-01-20,2,0.00439946808436444,0.0855263146689493,0.0283316123761459,0.0543320149472393
2016-01-21,2,0.00464588354447329,0.0904949729265491,0.029499623071358,0.057438893450958
2016-01-22,2,0.00498935525043407,0.0973261958906176,0.0313968611061193,0.0612959666312161
2016-01-23,2,0.00545174730996867,0.106405814719969,0.0342359760282391,0.0660732990619743
2016-01-24,2,0.00605492383079901,0.118119660573418,0.0382296173855267,0.0719409553171937
2016-01-25,2,0.00682074892064696,0.132853564609779,0.0435904347257916,0.0790689999708353
2016-01-26,2,0.00777108668723445,0.150993357987865,0.0505310775968429,0.0876274975968599
2016-01-27,2,0.00892780123828336,0.172924871866492,0.0592641955464902,0.0977865127692285
2016-01-28,2,0.0103127566815156,0.199033937404473,0.0700024381225426,0.109716110061902
2016-01-29,2,0.011940266803578,0.229580730533694,0.0828659911834111,0.123527400083069
2016-01-30,2,0.0137944441068174,0.26432280627832,0.0976051858299126,0.139095677577828
2016-01-31,2,0.0158518507725053,0.30289206443559,0.113877889473465,0.156237283325504
2016-02-01,2,0.0180890489819136,0.34492040480274,0.131341969525488,0.174768558105423
2016-02-02,2,0.0204826009163139,0.390039727177007,0.149655293397399,0.194505842696911
2016-02-03,2,0.0230090687569778,0.437881931355629,0.168475728500618,0.215265477879294
2016-02-04,2,0.0256450146851771,0.488078917135842,0.187461142246561,0.236863804431898
2016-02-05,2,0.0283670008821835,0.540262584314884,0.206269402046648,0.259117163134048
2016-02-06,2,0.0311515895292686,0.594064832689992,0.224558375312297,0.281841894765071
2016-02-07,2,0.0339753428077042,0.649117562058402,0.241985929454927,0.304854340104291
2016-02-08,2,0.0368148228987619,0.705052672217353,0.258209931885956,0.327970839931035
2016-02-09,2,0.0396595601005572,0.761647438980711,0.273187463104027,0.351069290243228
2016-02-10,2,0.0425509571785806,0.819260642228863,0.288072455956682,0.374273807913197
2016-02-11,2,0.0455433850151662,0.878396437858826,0.304318056378688,0.397770065031865
2016-02-12,2,0.0486912144926483,0.939558981767617,0.32337741030481,0.421743733690158
2016-02-13,2,0.0520488164933611,1.00325242985225,0.346703663669815,0.446380485979001
2016-02-14,2,0.0556705618996388,1.06998093800975,0.375749962408469,0.47186599398932
2016-02-15,2,0.0596108215938157,1.14024866213713,0.411969452455539,0.498385929812039
2016-02-16,2,0.0639239664582259,1.2145597581314,0.456815279745791,0.526125965538084
2016-02-17,2,0.0686643673752037,1.29341838188959,0.511740590213991,0.555271773258379
2016-02-18,2,0.0738863952270833,1.37732868930871,0.578198529794906,0.586009025063851
2016-02-19,2,0.0796073214298175,1.46647081170347,0.656622270399334,0.618407686465441
2016-02-20,2,0.0856960195338331,1.55972878205937,0.743365087842198,0.652074896654163
2016-02-21,2,0.0919842636231755,1.65566260877961,0.833760283914455,0.686502088241047
2016-02-22,2,0.0983038277818904,1.75283230026737,0.92314116040706,0.721180693837122
2016-02-23,2,0.104486486094023,1.84979786492585,1.00684101911097,0.755602146053419
2016-02-24,2,0.110377964579694,1.94524116655672,1.08057674179197,0.789301391086603
2016-02-25,2,0.115879797003324,2.03833149055553,1.14159953011513,0.821987429475876
2016-02-26,2,0.120907469065409,2.12835997771632,1.18754416572038,0.853412775346075
2016-02-27,2,0.125376466466445,2.21461776883312,1.21604543024761,0.883329942822038
2016-02-28,2,0.129202274906928,2.29639600469996,1.22473810533675,0.911491446028599
2016-02-29,2,0.132300380087354,2.37298582611088,1.2112569726277,0.937649799090598
2016-01-08,3,0.00272757418089654,0.0585865920432668,0.0142818185100073,0.0267260426015818
2016-01-09,3,0.00332495178823994,0.0687474047549562,0.0178137250835426,0.0315202811030798
2016-01-10,3,0.00384834140578883,0.0772154127892504,0.0204865725716422,0.0358533631413288
2016-01-11,3,0.00431252820571287,0.0843242752990425,0.0224713420470186,0.0398313968517263
2016-01-12,3,0.00473229736018172,0.0904076514372257,0.0239390145823848,0.0435604903696699
2016-01-13,3,0.00512243404136503,0.0957992003566929,0.0250605712504532,0.0471467518305573
2016-01-14,3,0.00549772342143245,0.100832581210337,0.0260069931239368,0.0506962893697861
2016-01-15,3,0.00587295067255365,0.105841453151052,0.0269492612755482,0.0543152111227538
2016-01-16,3,0.00626290096689827,0.11115947533173,0.028058356778,0.058109625224858
2016-01-17,3,0.00668235947663598,0.117120306905265,0.0295052607040051,0.0621856398114965
2016-01-18,3,0.00714611137393643,0.124057607024549,0.0314609541262761,0.0666493630180667
2016-01-19,3,0.00766993573022107,0.132327535360446,0.0340937507729831,0.0716139670481026
2016-01-20,3,0.00827358721391853,0.142376253655696,0.0375612949941257,0.077220880377683
2016-01-21,3,0.00897781439270926,0.154672424171012,0.0420185637951607,0.0836185955510232
2016-01-22,3,0.00980336583427367,0.169684709167105,0.0476205341815451,0.0909556051123384
2016-01-23,3,0.0107709901062922,0.187881770904686,0.0545221831587358,0.0993804016058437
2016-01-24,3,0.0119014357764453,0.209732271644466,0.0628784877321897,0.109041477575754
2016-01-25,3,0.0132154514124133,0.235704873647157,0.0728444249073636,0.120087325566286
2016-01-26,3,0.0147337855818768,0.26626823917347,0.0845749716897145,0.132666438121653
2016-01-27,3,0.0164771868525161,0.301891030484117,0.0982251050846994,0.146927307786071
2016-01-28,3,0.0184664037920117,0.343041909839808,0.113949802097775,0.163018427103755
2016-01-29,3,0.0207177001003458,0.390088008238351,0.131916075851095,0.181056412741215
2016-01-30,3,0.0232294000067079,0.442990331625933,0.152339083933598,0.201030377854136
2016-01-31,3,0.0259953428725894,0.501608354685839,0.175446020050922,0.2228975597205
2016-02-01,3,0.0290093680594815,0.565801552101351,0.201464077908701,0.246615195618286
2016-02-02,3,0.0322653149288755,0.635429398555754,0.230620451212572,0.272140522825476
2016-02-03,3,0.0357570228422628,0.710351368732331,0.26314233366817,0.299430778620049
2016-02-04,3,0.0394783311611347,0.790426937314366,0.299256918981132,0.328443200279986
2016-02-05,3,0.0434230792469825,0.875515578985141,0.339191400857094,0.359135025083268
2016-02-06,3,0.0475851064612975,0.965476768427941,0.383172973001692,0.391463490307874
2016-02-07,3,0.0519582521655711,1.06016998032605,0.431428829120562,0.425385833231786
2016-02-08,3,0.0565363557212944,1.15945468936275,0.484186162919339,0.460859291132983
2016-02-09,3,0.0613058951859754,1.26306074659491,0.54146133621289,0.497775325850776
2016-02-10,3,0.0662239034011881,1.37019950857373,0.602427383252997,0.53576229746979
2016-02-11,3,0.071240051904523,1.47995270822399,0.666046506400675,0.57438279063598
2016-02-12,3,0.0763040122335706,1.59140207847048,0.731280908016936,0.613199389995302
2016-02-13,3,0.0813654559259214,1.70362935223799,0.797092790462794,0.65177468019371
2016-02-14,3,0.086374054519166,1.81571626245129,0.862444356099261,0.68967124587716
2016-02-15,3,0.0912794795508948,1.92674454203517,0.926297807287351,0.726451671691606
2016-02-16,3,0.0960314025586984,2.03579592391441,0.987615346388077,0.761678542283005
2016-02-17,3,0.100579495080167,2.14195214101381,1.04535917576245,0.79491444229731
2016-02-18,3,0.104873428652892,2.24429492625814,1.09849149777149,0.825721956380477
2016-02-19,3,0.108884535630539,2.34222079244499,1.14652046223568,0.853874037727141
2016-02-20,3,0.112670791631077,2.43638537186316,1.19113800881342,0.879985113726658
2016-02-21,3,0.116311833088553,2.52775907667426,1.2345820246226,0.904879980317062
2016-02-22,3,0.119887296437011,2.61731231903989,1.27909039678108,0.929383433436389
