"Room","Vcmax25","Jmax25","Date"
2,74.8300176021355,118.095434809376,2016-02-18
3,78.8941512276666,118.496868044941,2016-02-18
4,70.698743740399,101.394120414891,2016-02-18
5,49.7245209530193,70.2232012044158,2016-02-18
6,47.4587476852031,68.0887072678364,2016-02-18
1,110.823173698832,196.566962268108,2016-02-19
2,72.8174484012232,114.919233032578,2016-02-19
3,76.6980231263284,115.198343404209,2016-02-19
4,68.237093167825,97.8636914232326,2016-02-19
5,48.4796475976556,68.4651351550653,2016-02-19
6,46.7688404502672,67.0989025626407,2016-02-19
1,112.03673035512,198.719446604237,2016-02-20
2,70.8048792003109,111.74303125578,2016-02-20
3,74.5018950249901,111.899818763478,2016-02-20
4,65.7754425952509,94.3332624315738,2016-02-20
5,47.2347742422919,66.7070691057147,2016-02-20
6,46.0789332153314,66.109097857445,2016-02-20
1,113.250287011409,200.871930940367,2016-02-21
2,68.7923099993986,108.566829478983,2016-02-21
3,72.3057669236519,108.601294122746,2016-02-21
4,63.3137920226769,90.802833439915,2016-02-21
5,45.9899008869281,64.9490030563642,2016-02-21
6,45.3890259803955,65.1192931522493,2016-02-21
1,114.463843667697,203.024415276496,2016-02-22
2,66.7797407984863,105.390627702185,2016-02-22
3,70.1096388223137,105.302769482014,2016-02-22
4,60.8521414501028,87.2724044482563,2016-02-22
5,44.7450275315644,63.1909370070136,2016-02-22
6,44.6991187454597,64.1294884470536,2016-02-22
1,115.677400323986,205.176899612626,2016-02-23
2,64.767171597574,102.214425925388,2016-02-23
3,67.9135107209754,102.004244841283,2016-02-23
4,58.3904908775288,83.7419754565975,2016-02-23
5,43.5001541762007,61.4328709576631,2016-02-23
6,44.0092115105238,63.139683741858,2016-02-23
1,116.890956980275,207.329383948755,2016-02-24
2,62.7546023966617,99.0382241485901,2016-02-24
3,65.7173826196372,98.7057202005511,2016-02-24
4,55.9288403049548,80.2115464649387,2016-02-24
5,42.2552808208369,59.6748049083125,2016-02-24
6,43.319304275588,62.1498790366623,2016-02-24
1,118.104513636563,209.481868284885,2016-02-25
2,60.7420331957494,95.8620223717925,2016-02-25
3,63.5212545182989,95.4071955598195,2016-02-25
4,53.4671897323807,76.68111747328,2016-02-25
5,41.0104074654732,57.916738858962,2016-02-25
6,42.6293970406522,61.1600743314666,2016-02-25
