"R_leaf","R_root","R_stem","R_leaf_se","R_root_se","R_stem_se","Room"
0.0595668946432763,0.0509710053026937,0.0531727426236534,0.0051123471010575,0.00461473165158781,0.00384325165999753,1
0.0466873265700588,0.0382952452292692,0.0442632851555515,0.0030954689629953,0.00251865338810251,0.00324836940087085,2
0.0332269264257957,0.0256706976123604,0.0252821111739915,0.00241087244283469,0.00091783249703532,0.00352115002654093,3
0.0319614352371359,0.0252894270198067,0.029217093621438,0.00248091769882899,0.00192306963475984,0.00501711520216508,4
0.0330575099514564,0.026372515952152,0.0215056129713119,0.00203860317405387,0.00143527980784259,0.00084091720566985,5
0.0294695464099549,0.0259277416545885,0.0181340268431699,0.0015918574478157,0.0022379890040997,0.00110217456162548,6
