"Tair","R_leaf_a","R_leaf_m","R_leaf_a_se","R_leaf_m_se","Room"
18.57594,1.57333666348571,27.5526982159779,0.0831589502814788,2.36471882065228,1
22.35902,0.974610128113333,21.5952472795363,0.0484535406697548,1.43181078491831,2
26.08749,0.825482315838333,15.3691321653913,0.0618034998488194,1.11515030710334,3
29.17248,0.745849981202222,14.7837785553881,0.0482861024021188,1.14754977683278,4
32.65135,0.7866291038,15.2907684867365,0.0513351510981714,0.942956962474143,5
35.75291,0.812260298093333,13.6311540774082,0.0442022338360795,0.736314493565323,6
