"Room","Intercept","Intercept.se","Slope","Slope.se","Pr_Int","Pr_Sl","Rsq","AIC","Pvalue","self_s.mean","self_s.std.error"
"1",0.916769386913073,0.00247361617328793,-0.0152878168945869,0.00145123699082962,1.2070821880433e-93,1.04875096140603e-14,0.666610531547188,-337.521812902377,1.04875096140607e-14,0.896318190459157,0.00265484859703295
"2",0.92385216855261,0.00263333245231044,-0.0146625154043823,0.00155726912603496,8.02034657702411e-94,4.61180939775351e-13,0.610169616744128,-335.015127063271,4.61180939775325e-13,0.904442208777381,0.00262429204898188
"3",0.923702398548389,0.00287583252495423,-0.0158650519021627,0.00170067596244032,1.02621548841368e-91,6.33089422745597e-13,0.605700893499851,-324.972631084542,6.33089422745597e-13,0.902700543766988,0.00284967288787224
"4",0.923878318663537,0.00289017264172595,-0.0160642816644703,0.00170915625177589,1.33487452205198e-91,4.89898439762035e-13,0.609321433543931,-324.405591466917,4.89898439762049e-13,0.902612727301762,0.00287712220456286
"5",0.916664288759652,0.00313881142373532,-0.0184857967176106,0.00184149800383483,4.64558153594589e-88,5.9688206797609e-14,0.644635348834767,-310.847547602134,5.96882067976124e-14,0.89193501165712,0.00326295810110134
"6",0.908762813975269,0.00359977853907172,-0.021953286606212,0.00205655823145098,1.17344069875859e-80,1.3281762745543e-14,0.684754330863576,-285.244987748675,1.32817627455422e-14,0.878112992301767,0.00386712457275894
