Date,Curve,Room,Povanance,Replicate,Unit,Photo,Cond,Ci,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi
16/02/2016,9,6,B,2,HIE3,9.568761253,0.400927105,725.7791471,17.85379028,19.81083298,16.08362961,799.5549316,776.6898804,11.61511421,16.35770607,56.84650803,80.05762482,300.2706604,1499.945801
16/02/2016,9,6,B,2,HIE3,9.498288991,0.44646606,929.7583143,17.64859581,19.4505806,16.08608437,1001.795166,977.9805908,11.42301846,16.28849983,56.63177109,80.75331116,300.3025513,1501.054443
16/02/2016,9,6,B,2,HIE3,9.223968729,0.435289309,1225.23359,17.42920685,19.00803566,16.08624458,1300.490356,1275.982178,11.08342552,15.77088547,55.71341705,79.27602386,300.2720337,1499.795776
16/02/2016,9,6,B,2,HIE3,8.652063963,0.411836878,1522.286769,17.29744339,18.73624802,16.09075165,1600.091309,1575.58728,10.82733059,15.33853626,54.88178635,77.74827576,300.3231506,1501.37085
16/02/2016,10,6,A,2,HIE3,6.661138408,0.246797867,332.4320325,18.98764992,19.76530266,18.63568687,399.9071045,384.7712708,8.051454544,12.74295807,36.69182968,58.07180023,300.3358765,1500.685913
16/02/2016,10,6,A,2,HIE3,4.992852011,0.238195564,230.010557,18.94702148,19.69077873,18.63868713,281.3997803,270.1636963,7.873496056,12.48307514,35.96989059,57.02865219,300.3218994,1501.30603
16/02/2016,10,6,A,2,HIE3,1.913775846,0.236967209,120.0402105,19.08485413,19.93272972,18.65756989,140.5825348,136.1068573,7.776335239,12.50713825,35.22014999,56.64664459,300.3078918,1499.148682
16/02/2016,10,6,A,2,HIE3,0.170488334,0.258560257,76.41911403,19.60976982,21.00126076,18.65241051,79.76665497,78.98965454,7.965236187,13.41571426,34.9155426,58.80766678,300.3188782,1499.692749
16/02/2016,10,6,A,2,HIE3,1.029936356,0.275255517,98.49743243,19.95038605,21.7770443,18.62018013,109.6376343,106.9345703,8.325124741,14.27467155,35.72983551,61.2641449,300.3257446,1501.453979
16/02/2016,10,6,A,2,HIE3,5.284761032,0.262234801,286.5132539,19.77866364,21.46651459,18.62498474,339.3746338,326.9787903,8.58331871,14.1162796,37.22973251,61.22868347,300.2483826,1500.540527
16/02/2016,10,6,A,2,HIE3,6.562937566,0.24821999,371.8768262,19.56926727,21.02497292,18.63044739,439.7860413,424.4794312,8.697638512,13.79261875,38.21731567,60.60459518,300.2796936,1500.582153
